,month,gender,years,edu_lvl,etnicity,main_source,total
24449,JAN,m,30.0,uni_completa,mestizo,2500.0,2500.0
24450,JAN,f,27.0,uni_trunca,mestizo,2000.0,2000.0
24451,JAN,m,45.0,secundaria,mestizo,1100.0,1100.0
24452,JAN,m,34.0,secundaria,mestizo,1800.0,1800.0
24453,JAN,f,32.0,uni_trunca,mestizo,1350.0,1350.0
24454,JAN,f,47.0,uni_trunca,afroperuano,900.0,900.0
24455,JAN,f,62.0,uni_completa,mestizo,2800.0,2800.0
24456,JAN,f,25.0,secundaria,mestizo,1233.0,1233.0
24457,JAN,m,39.0,tecnica_trunca,mestizo,2200.0,2200.0
24458,JAN,m,30.0,uni_trunca,mestizo,2700.0,2700.0
24459,JAN,f,48.0,tecnica,mestizo,2000.0,2000.0
24460,JAN,m,23.0,secundaria,blanco,1200.0,1200.0
24461,JAN,m,64.0,maestria,mestizo,2500.0,2500.0
24462,JAN,f,63.0,tecnica,mestizo,1025.0,1025.0
24463,JAN,f,60.0,tecnica,mestizo,1500.0,1500.0
24464,JAN,m,59.0,tecnica,mestizo,1800.0,1800.0
24465,JAN,m,38.0,uni_completa,otro,1600.0,1600.0
24466,JAN,f,44.0,secundaria,mestizo,996.0,996.0
24467,JAN,f,32.0,secundaria,otro,600.0,600.0
24468,JAN,f,30.0,tecnica,mestizo,1550.0,1667.0
24469,JAN,m,26.0,secundaria,mestizo,1168.0,1168.0
24470,JAN,m,40.0,uni_completa,mestizo,3500.0,3500.0
24471,JAN,f,43.0,tecnica,mestizo,512.0,512.0
24472,JAN,m,31.0,uni_completa,mestizo,5000.0,5000.0
24473,JAN,f,29.0,maestria,mestizo,1500.0,1500.0
24474,JAN,m,60.0,otro,mestizo,2598.0,2598.0
24475,JAN,f,34.0,basica_especial,mestizo,910.0,910.0
24476,JAN,m,32.0,secundaria,mestizo,4330.0,4330.0
24477,JAN,f,57.0,tecnica,blanco,600.0,600.0
24478,JAN,f,63.0,tecnica,mestizo,682.0,682.0
24479,JAN,m,30.0,uni_completa,mestizo,390.0,390.0
24480,JAN,m,58.0,secundaria,quechua,1308.0,1308.0
24481,JAN,m,32.0,uni_trunca,otro,600.0,600.0
24482,JAN,m,41.0,secundaria,blanco,1500.0,1500.0
24483,JAN,f,19.0,secundaria,mestizo,1908.0,1908.0
24484,JAN,f,37.0,tecnica,mestizo,1200.0,1200.0
24485,JAN,m,33.0,secundaria,mestizo,1200.0,1200.0
24486,JAN,m,18.0,secundaria,mestizo,1100.0,1100.0
24487,JAN,m,18.0,otro,mestizo,1100.0,1100.0
24488,JAN,f,75.0,secundaria,mestizo,840.0,840.0
24489,JAN,m,37.0,secundaria,quechua,1025.0,1225.0
24490,JAN,m,50.0,secundaria,mestizo,1200.0,1200.0
24491,JAN,f,50.0,secundaria,afroperuano,1245.0,1245.0
24492,JAN,m,26.0,uni_completa,mestizo,2200.0,2200.0
24493,JAN,f,26.0,secundaria,mestizo,1200.0,1200.0
24494,JAN,m,21.0,secundaria,afroperuano,1299.0,1299.0
24495,JAN,m,24.0,secundaria,afroperuano,1394.0,1394.0
24496,JAN,f,21.0,secundaria,afroperuano,600.0,600.0
24497,JAN,m,23.0,otro,afroperuano,1012.0,1012.0
24498,JAN,m,17.0,otro,afroperuano,896.0,896.0
24499,JAN,f,52.0,uni_trunca,mestizo,4400.0,4400.0
24500,JAN,f,26.0,tecnica,mestizo,866.0,866.0
24501,JAN,m,56.0,secundaria,mestizo,1200.0,1200.0
24502,JAN,f,58.0,tecnica,mestizo,1300.0,1300.0
24503,JAN,m,56.0,secundaria,mestizo,1100.0,1100.0
24504,JAN,f,24.0,uni_trunca,mestizo,1025.0,1025.0
24505,JAN,m,19.0,secundaria,mestizo,1500.0,1500.0
24506,JAN,f,51.0,otro,mestizo,779.0,779.0
24507,JAN,m,57.0,secundaria,mestizo,1200.0,1200.0
24508,JAN,f,19.0,secundaria,mestizo,1000.0,1000.0
24509,JAN,m,43.0,uni_completa,mestizo,2300.0,2300.0
24510,JAN,f,44.0,otro,mestizo,900.0,900.0
24511,JAN,m,19.0,otro,mestizo,303.0,303.0
24512,JAN,m,24.0,tecnica,quechua,1500.0,1500.0
24513,JAN,m,22.0,tecnica_trunca,mestizo,1800.0,1800.0
24514,JAN,m,34.0,secundaria,mestizo,1732.0,1732.0
24515,JAN,f,39.0,secundaria,mestizo,1150.0,1150.0
24516,JAN,f,63.0,secundaria,mestizo,260.0,485.0
24517,JAN,m,46.0,uni_completa,mestizo,3520.0,3520.0
24518,JAN,f,39.0,uni_trunca,mestizo,2000.0,2900.0
24519,JAN,m,52.0,tecnica,mestizo,2442.0,2442.0
24520,JAN,f,45.0,uni_completa,mestizo,2500.0,2500.0
24521,JAN,f,48.0,uni_trunca,mestizo,2000.0,2000.0
24522,JAN,f,21.0,uni_trunca,mestizo,400.0,400.0
24523,JAN,m,21.0,uni_trunca,mestizo,1600.0,1600.0
24524,JAN,m,33.0,secundaria,mestizo,900.0,900.0
24525,JAN,m,43.0,secundaria,mestizo,1950.0,2250.0
24526,JAN,f,48.0,tecnica_trunca,mestizo,1500.0,1500.0
24527,JAN,f,69.0,otro,mestizo,500.0,500.0
24528,JAN,m,52.0,secundaria,quechua,2000.0,2000.0
24529,JAN,f,47.0,tecnica_trunca,mestizo,421.0,501.0
24530,JAN,m,54.0,uni_completa,mestizo,2500.0,2500.0
24531,JAN,m,50.0,secundaria,mestizo,2500.0,2500.0
24532,JAN,f,56.0,otro,mestizo,750.0,750.0
24533,JAN,f,40.0,secundaria,mestizo,1500.0,1500.0
24534,JAN,m,58.0,secundaria,mestizo,983.0,983.0
24535,JAN,f,39.0,uni_trunca,mestizo,2000.0,2000.0
24536,JAN,m,42.0,secundaria,mestizo,3000.0,3000.0
24537,JAN,f,44.0,tecnica,mestizo,1800.0,1800.0
24538,JAN,m,48.0,tecnica_trunca,mestizo,1500.0,1500.0
24539,JAN,m,46.0,uni_completa,mestizo,993.0,993.0
24540,JAN,m,34.0,tecnica,mestizo,2000.0,2000.0
24541,JAN,m,44.0,uni_completa,blanco,2700.0,2700.0
24542,JAN,m,58.0,uni_completa,mestizo,1800.0,1800.0
24543,JAN,f,48.0,uni_completa,mestizo,600.0,600.0
24544,JAN,m,66.0,uni_completa,mestizo,3000.0,3000.0
24545,JAN,f,34.0,secundaria,mestizo,1700.0,1700.0
24546,JAN,m,73.0,maestria,mestizo,6000.0,6000.0
24547,JAN,m,39.0,uni_completa,mestizo,1400.0,1400.0
24548,JAN,f,42.0,secundaria,mestizo,2000.0,2000.0
24549,JAN,m,21.0,uni_trunca,mestizo,550.0,550.0
24550,JAN,f,45.0,tecnica,mestizo,1000.0,1000.0
24551,JAN,m,74.0,secundaria,mestizo,1770.0,1770.0
24552,JAN,f,44.0,secundaria,mestizo,700.0,700.0
24553,JAN,m,22.0,secundaria,mestizo,2000.0,2000.0
24554,JAN,m,42.0,secundaria,mestizo,1732.0,1732.0
24555,JAN,m,29.0,secundaria,mestizo,1732.0,1732.0
24556,JAN,f,35.0,otro,mestizo,676.0,676.0
24557,JAN,m,46.0,tecnica,mestizo,282.0,282.0
24558,JAN,m,60.0,secundaria,blanco,1503.0,1503.0
24559,JAN,m,30.0,uni_completa,mestizo,1800.0,1800.0
24560,JAN,m,64.0,secundaria,mestizo,2078.0,2078.0
24561,JAN,m,40.0,uni_trunca,mestizo,1600.0,1600.0
24562,JAN,m,59.0,tecnica,mestizo,1500.0,1500.0
24563,JAN,m,70.0,secundaria,mestizo,1000.0,1000.0
24564,JAN,f,53.0,tecnica,mestizo,400.0,400.0
24565,JAN,f,51.0,secundaria,mestizo,220.0,220.0
24566,JAN,m,68.0,uni_completa,mestizo,9000.0,9000.0
24567,JAN,m,31.0,uni_completa,mestizo,3000.0,3000.0
24568,JAN,f,50.0,secundaria,mestizo,1220.0,1220.0
24569,JAN,m,29.0,uni_trunca,mestizo,3000.0,3000.0
24570,JAN,f,27.0,uni_completa,mestizo,1500.0,2100.0
24571,JAN,m,27.0,uni_trunca,mestizo,1299.0,1299.0
24572,JAN,f,25.0,uni_completa,mestizo,1680.0,1880.0
24573,JAN,m,65.0,otro,afroperuano,866.0,1386.0
24574,JAN,m,40.0,otro,otro,1600.0,1600.0
24575,JAN,f,33.0,otro,mestizo,196.0,196.0
24576,JAN,m,57.0,otro,afroperuano,650.0,650.0
24577,JAN,m,40.0,secundaria,otro,2890.0,4090.0
24578,JAN,f,35.0,secundaria,afroperuano,1443.0,1443.0
24579,JAN,m,59.0,uni_trunca,mestizo,2600.0,2600.0
24580,JAN,f,57.0,tecnica_trunca,mestizo,1100.0,1100.0
24581,JAN,m,22.0,uni_completa,mestizo,1900.0,1900.0
24582,JAN,f,48.0,uni_trunca,mestizo,1200.0,2700.0
24583,JAN,m,56.0,tecnica,mestizo,3216.0,3216.0
24584,JAN,m,24.0,uni_completa,mestizo,2500.0,2500.0
24585,JAN,m,34.0,tecnica,amazonico,9000.0,9000.0
24586,JAN,f,28.0,tecnica,afroperuano,1400.0,5400.0
24587,JAN,f,20.0,secundaria,afroperuano,710.0,710.0
24588,JAN,f,52.0,uni_trunca,amazonico,2385.0,2785.0
24589,JAN,m,55.0,uni_trunca,amazonico,700.0,700.0
24590,JAN,m,52.0,uni_completa,mestizo,3500.0,3500.0
24591,JAN,f,41.0,uni_completa,mestizo,3500.0,3500.0
24592,JAN,f,54.0,uni_completa,mestizo,1500.0,1500.0
24593,JAN,m,26.0,uni_completa,mestizo,1000.0,1000.0
24594,JAN,f,58.0,tecnica,mestizo,1050.0,1050.0
24595,JAN,m,26.0,tecnica_trunca,mestizo,2200.0,2200.0
