month,sex,age,rol,sector,n_employees,lf_job,employment_source,n_weeks_lf_job,education,ethnicity,main_src,total_src
apr,f,3,,,,,, ,,, , 
apr,m,56,,,,,, ,,,1599,1599
apr,f,51,,,,,, ,,,800,800
apr,f,22,,,,,, ,,,1599,1599
apr,m,15,,,,,, ,,, , 
apr,m,30,,,,,, ,,,1645,1645
apr,f,31,,,,,, ,,, , 
apr,m,11,,,,,, ,,, , 
apr,m,3,,,,,, ,,, , 
apr,m,24,,,,,, ,,,1650,1650
apr,m,5,,,,,, ,,, , 
apr,m,70,,,,,, ,,,3800,3800
apr,f,68,,,,,, ,,, , 
apr,m,42,,,,,, ,,,2200,2200
apr,f,42,,,,,, ,,,2900,2900
apr,m,11,,,,,, ,,, , 
apr,m,2,,,,,, ,,, , 
apr,m,44,,,,,, ,,,3400,3400
apr,f,41,,,,,, ,,,1800,1800
apr,m,15,,,,,, ,,, , 
apr,m,9,,,,,, ,,, , 
apr,m,74,,,,,, ,,, , 
apr,f,68,,,,,, ,,, , 
apr,m,60,,,,,, ,,,1300,2000
apr,f,53,,,,,, ,,,2500,2500
apr,f,80,,,,,, ,,, , 
apr,m,54,,,,,, ,,,4000,4000
apr,f,45,,,,,, ,,, , 
apr,m,18,,,,,, ,,, , 
apr,m,13,,,,,, ,,, , 
apr,m,11,,,,,, ,,, , 
apr,m,71,,,,,, ,,,1500,1500
apr,f,65,,,,,, ,,, , 
apr,m,33,,,,,, ,,, , 
apr,f,31,,,,,, ,,, , 
apr,f,7,,,,,, ,,, , 
apr,f, ,,,,,, ,,, , 
apr,f,31,,,,,, ,,, , 
apr,f,6,,,,,, ,,, , 
apr,m,50,,,,,, ,,, , 
apr,f,72,,,,,, ,,, , 
apr,m,48,,,,,, ,,,1632,1632
apr,m,34,,,,,, ,,,2165,2165
apr,f,28,,,,,, ,,, , 
apr,m,3,,,,,, ,,, , 
apr,m, ,,,,,, ,,, , 
apr,m,25,,,,,, ,,,1800,1800
apr,f,55,,,,,, ,,,1499,1499
apr,m,29,,,,,, ,,, , 
apr,m,21,,,,,, ,,, , 
apr,m,20,,,,,, ,,, , 
apr,f,40,,,,,, ,,,754,754
apr,f,20,,,,,, ,,,300,300
apr,m,18,,,,,, ,,,1050,1050
apr,m,67,,,,,, ,,,1327,1327
apr,f,60,,,,,, ,,,210,610
apr,m,40,,,,,, ,,,3681,3681
apr,m,24,,,,,, ,,, , 
apr,f,21,,,,,, ,,, , 
apr,m,3,,,,,, ,,, , 
apr,m,57,,,,,, ,,, , 
apr,f,36,,,,,, ,,,1025,1025
apr,f,4,,,,,, ,,, , 
apr,m,66,,,,,, ,,,1350,1350
apr,f,58,,,,,, ,,,1516,1716
apr,m,25,,,,,,2,,, , 
apr,m,38,,,,,, ,,,1200,1200
apr,f,38,,,,,, ,,,520,520
apr,m,14,,,,,, ,,, , 
apr,f,1,,,,,, ,,, , 
apr,m,34,,,,,, ,,,2165,2165
apr,f,37,,,,,, ,,,500,750
apr,m,17,,,,,, ,,, , 
apr,f,14,,,,,, ,,, , 
apr,m,13,,,,,, ,,, , 
apr,m,64,,,,,, ,,,1470,1470
apr,f,61,,,,,, ,,, , 
apr,m,37,,,,,, ,,,1732,1732
apr,m,35,,,,,, ,,,4186,5186
apr,m,30,,,,,, ,,,866,1106
apr,f,27,,,,,, ,,,1500,2000
apr,m,28,,,,,, ,,,1500,2500
apr,f,85,,,,,, ,,, , 
apr,m,73,,,,,, ,,, , 
apr,f,69,,,,,, ,,,1025,1025
apr,m,43,,,,,, ,,,2000,2000
apr,m,35,,,,,, ,,,3300,6300
apr,m,32,,,,,, ,,,2200,2200
apr,f,59,,,,,, ,,, , 
apr,m,52,,,,,, ,,, , 
apr,m,39,,,,,, ,,, , 
apr,f,35,,,,,, ,,, , 
apr,f,33,,,,,, ,,,150,150
apr,m,23,,,,,, ,,, , 
apr,f,20,,,,,, ,,, , 
apr,f,15,,,,,, ,,, , 
apr,f,76,,,,,, ,,, , 
apr,m,44,,,,,,1,,, , 
apr,m,67,,,,,, ,,, , 
apr,m,48,,,,,, ,,,1500,1500
apr,m,74,,,,,, ,,,400,400
apr,f,44,,,,,, ,,,1516,1516
apr,m,69,,,,,, ,,, , 
apr,f,70,,,,,, ,,, , 
apr,m,36,,,,,, ,,,1600,1600
apr,f,33,,,,,, ,,, , 
apr,m,18,,,,,, ,,, , 
apr,f,6,,,,,, ,,, , 
apr,m,2,,,,,, ,,, , 
apr,m,54,,,,,, ,,,2000,2000
apr,f,15,,,,,, ,,, , 
apr,f,58,,,,,, ,,, , 
apr,f,47,,,,,, ,,, , 
apr,m,47,,,,,, ,,,2274,2274
apr,m,15,,,,,, ,,, , 
apr,f,27,,,,,, ,,, , 
apr,m,6,,,,,, ,,, , 
apr,m,69,,,,,, ,,,1240,1240
apr,f,72,,,,,, ,,, , 
apr,m,40,,,,,,7,,, , 
apr,m,38,,,,,, ,,, , 
apr,m,47,,,,,, ,,,2250,2250
apr,f,45,,,,,, ,,, , 
apr,m,12,,,,,, ,,, , 
apr,f,10,,,,,, ,,, , 
apr,m,78,,,,,, ,,,570,570
apr,m,51,,,,,, ,,,1220,1220
apr,m,54,,,,,, ,,,1768,1768
apr,m,22,,,,,, ,,, , 
apr,f,68,,,,,, ,,, , 
apr,f,26,,,,,, ,,,1025,1025
apr,f,50,,,,,, ,,,87,520
apr,f,21,,,,,, ,,,1230,1230
apr,m,20,,,,,, ,,,2623,2623
apr,m,42,,,,,, ,,,1500,1500
apr,f,44,,,,,, ,,, , 
apr,f,9,,,,,, ,,, , 
apr,m,8,,,,,, ,,, , 
apr,f,84,,,,,, ,,, , 
apr,m,45,,,,,, ,,,2000,2000
apr,f,53,,,,,, ,,,2200,2200
apr,m,20,,,,,, ,,, , 
apr,m,55,,,,,, ,,, , 
apr,f,63,,,,,, ,,,2500,2500
apr,f,30,,,,,, ,,, , 
apr,f,29,,,,,, ,,, , 
apr,f,19,,,,,, ,,, , 
apr,f,82,,,,,, ,,,71,71
apr,f,59,,,,,, ,,,2200,2200
apr,f,26,,,,,, ,,,1025,1025
apr,f,22,,,,,, ,,, , 
apr,f,50,,,,,, ,,,2500,2500
apr,f,26,,,,,,2,,, , 
apr,m,23,,,,,, ,,, , 
apr,f,75,,,,,, ,,, , 
apr,f,37,,,,,, ,,,2800,2800
apr,m,29,,,,,, ,,,1700,1700
apr,m,5,,,,,, ,,, , 
apr,m,52,,,,,, ,,,2800,2800
apr,f,38,,,,,, ,,, , 
apr,m,21,,,,,, ,,, , 
apr,f,14,,,,,, ,,, , 
apr,m,10,,,,,, ,,, , 
apr,f,9,,,,,, ,,, , 
apr,f,4,,,,,, ,,, , 
apr,m,38,,,,,, ,,,2598,2598
apr,f,66,,,,,, ,,, , 
apr,f,37,,,,,, ,,,1025,1025
apr,m,31,,,,,, ,,,2500,2500
apr,f,29,,,,,, ,,,2000,2000
apr,f,25,,,,,, ,,,1200,1200
apr,f,32,,,,,, ,,,1500,1500
apr,m,11,,,,,, ,,, , 
apr,f,28,,,,,, ,,,850,850
apr,m,40,,,,,, ,,,2600,3200
apr,m,77,,,,,, ,,,372,372
apr,f,30,,,,,, ,,,1500,1500
apr,m,28,,,,,, ,,, , 
apr,m,3,,,,,, ,,, , 
apr,f,44,,,,,, ,,,540,790
apr,m,43,,,,,, ,,,3200,3200
apr,f,14,,,,,, ,,, , 
apr,m,11,,,,,, ,,, , 
apr,m,27,,,,,, ,,,1800,1800
apr,f,49,,,,,, ,,, , 
apr,m,56,,,,,, ,,,1816,1816
apr,f,11,,,,,, ,,, , 
apr,f,68,,,,,, ,,, , 
apr,m,28,,,,,, ,,, , 
apr,f,51,,,,,,4,,, , 
apr,m,28,,,,,, ,,, , 
apr,f,60,,,,,, ,,, , 
apr,m,64,,,,,, ,,, , 
apr,m,23,,,,,, ,,, , 
apr,f,38,,,,,,4,,, , 
apr,f,7,,,,,, ,,, , 
apr,f,53,,,,,, ,,,170,290
apr,m,19,,,,,,2,,, , 
apr,m,17,,,,,, ,,, , 
apr,m,55,,,,,, ,,,4100,4100
apr,f,52,,,,,,5,,, , 
apr,m,26,,,,,, ,,, , 
apr,f,20,,,,,,4,,, , 
apr,m,52,,,,,, ,,,2200,2200
apr,f,49,,,,,, ,,,1443,1443
apr,m,28,,,,,, ,,,1800,3000
apr,f,29,,,,,, ,,,1025,1025
apr,m,12,,,,,, ,,, , 
apr,m,11,,,,,, ,,, , 
apr,f,8,,,,,, ,,, , 
apr,f,2,,,,,, ,,, , 
apr,m,69,,,,,, ,,,1516,1516
apr,m,43,,,,,, ,,,1550,1550
apr,f,33,,,,,, ,,, , 
apr,f,10,,,,,, ,,, , 
apr,m,8,,,,,, ,,, , 
apr,f,45,,,,,, ,,,1025,1025
apr,f,27,,,,,, ,,, , 
apr,m,59,,,,,, ,,,2000,2000
apr,f,59,,,,,, ,,, , 
apr,m,33,,,,,, ,,,1692,1692
apr,f,32,,,,,, ,,,1960,1960
apr,m,8,,,,,, ,,, , 
apr,m,6,,,,,, ,,, , 
apr,m,1,,,,,, ,,, , 
apr,f,42,,,,,, ,,,1285,1815
apr,f,16,,,,,, ,,, , 
apr,f,62,,,,,, ,,,2154,2847
apr,m,23,,,,,, ,,,183,183
apr,f,29,,,,,, ,,,2000,2000
apr,m,5,,,,,, ,,, , 
apr,m, ,,,,,, ,,, , 
apr,m,28,,,,,, ,,, , 
apr,f,56,,,,,, ,,,650,650
apr,m,23,,,,,, ,,,87,87
apr,f,19,,,,,, ,,, , 
apr,f,30,,,,,, ,,,1200,1200
apr,m,29,,,,,, ,,,1025,1025
apr,f,6,,,,,, ,,, , 
apr,m,30,,,,,, ,,,1776,1776
apr,f,27,,,,,, ,,, , 
apr,f,12,,,,,, ,,, , 
apr,m,1,,,,,, ,,, , 
apr,m, ,,,,,, ,,, , 
apr,f,83,,,,,, ,,, , 
apr,f,61,,,,,, ,,, , 
apr,f,36,,,,,, ,,,1100,1100
apr,m,12,,,,,, ,,, , 
apr,f,8,,,,,, ,,, , 
apr,f,46,,,,,, ,,, , 
apr,m,20,,,,,, ,,, , 
apr,m,19,,,,,, ,,, , 
apr,m,17,,,,,, ,,, , 
apr,m,14,,,,,, ,,, , 
apr,f,56,,,,,, ,,,4000,4000
apr,f,24,,,,,, ,,, , 
apr,m,19,,,,,, ,,, , 
apr,m,51,,,,,, ,,,950,950
apr,f,45,,,,,, ,,, , 
apr,f,18,,,,,, ,,, , 
apr,m,16,,,,,, ,,, , 
apr,f,55,,,,,, ,,,173,173
apr,m,26,,,,,, ,,,3074,3074
apr,f,80,,,,,, ,,, , 
apr,m,50,,,,,, ,,,1200,1200
apr,m,24,,,,,, ,,,560,560
apr,m,19,,,,,, ,,,2850,2850
apr,f,33,,,,,, ,,,1800,1800
apr,f,7,,,,,, ,,, , 
apr,m,37,,,,,, ,,,2160,2160
apr,m,59,,,,,, ,,,2500,2500
apr,f,35,,,,,, ,,,1100,1100
apr,f,15,,,,,, ,,, , 
apr,f,2,,,,,, ,,, , 
apr,m,67,,,,,, ,,, , 
apr,f,63,,,,,, ,,, , 
apr,f,26,,,,,, ,,, , 
apr,m,45,,,,,, ,,, , 
apr,f,40,,,,,, ,,, , 
apr,m,1,,,,,, ,,, , 
apr,m,76,,,,,, ,,,400,400
apr,f,74,,,,,, ,,,127,127
apr,m,44,,,,,, ,,,3897,3897
apr,f,46,,,,,,1,,, , 
apr,m,24,,,,,, ,,,1500,1500
apr,m,18,,,,,, ,,,1025,1025
apr,f,78,,,,,, ,,, , 
apr,f,58,,,,,, ,,, , 
apr,m,75,,,,,, ,,,400,400
apr,m,37,,,,,, ,,,1000,1000
apr,f,29,,,,,, ,,,1025,1025
apr,m,69,,,,,, ,,, , 
apr,f,66,,,,,, ,,, , 
apr,m,37,,,,,,1,,, , 
apr,f,37,,,,,, ,,,380,380
apr,f,17,,,,,, ,,, , 
apr,m,6,,,,,, ,,, , 
apr,m,45,,,,,, ,,,1500,1500
apr,f,45,,,,,, ,,,1850,1850
apr,m,22,,,,,, ,,,1200,1200
apr,m,21,,,,,, ,,,1150,1150
apr,m,13,,,,,, ,,, , 
apr,m,36,,,,,, ,,,2598,2598
apr,m,54,,,,,, ,,, , 
apr,f,58,,,,,, ,,, , 
apr,m,26,,,,,, ,,, , 
apr,f,25,,,,,, ,,, , 
apr,f,4,,,,,, ,,, , 
apr,m,52,,,,,, ,,,1200,1200
apr,f,54,,,,,, ,,,200,200
apr,f,25,,,,,, ,,,1400,1400
apr,f,22,,,,,, ,,,1300,1300
apr,m,47,,,,,, ,,,3000,3000
apr,f,32,,,,,,2,,, , 
apr,f,10,,,,,, ,,, , 
apr,f,5,,,,,, ,,, , 
apr,m,50,,,,,, ,,,925,925
apr,f,27,,,,,, ,,,1900,1900
apr,f,24,,,,,, ,,,1500,1500
apr,f,5,,,,,, ,,, , 
apr,m,63,,,,,, ,,,262,262
apr,f,61,,,,,, ,,, , 
apr,f,39,,,,,, ,,,290,290
apr,f,15,,,,,, ,,, , 
apr,f,9,,,,,, ,,, , 
apr,f,7,,,,,, ,,, , 
apr,f,1,,,,,, ,,, , 
apr,f,22,,,,,, ,,,2250,2250
apr,f,5,,,,,, ,,, , 
apr,f,19,,,,,, ,,, , 
apr,m,21,,,,,, ,,,1600,1600
apr,m,1,,,,,, ,,, , 
apr,f,17,,,,,, ,,,1020,1020
apr,m,24,,,,,, ,,,2078,2078
apr,f,31,,,,,, ,,,1030,1030
apr,m,11,,,,,, ,,, , 
apr,f,8,,,,,, ,,, , 
apr,f,5,,,,,, ,,, , 
apr,f,2,,,,,, ,,, , 
apr,f,57,,,,,, ,,, , 
apr,m,36,,,,,, ,,,1429,1429
apr,f,38,,,,,,1,,, , 
apr,m,16,,,,,, ,,, , 
apr,m,7,,,,,, ,,, , 
apr,f,57,,,,,, ,,, , 
apr,m,72,,,,,, ,,, , 
apr,m,38,,,,,, ,,,1025,1025
apr,m,43,,,,,, ,,,1025,1025
apr,f,49,,,,,,2,,, , 
apr,m,16,,,,,, ,,, , 
apr,m,12,,,,,, ,,, , 
apr,m,92,,,,,, ,,, , 
apr,f,63,,,,,, ,,,2000,2000
apr,m,33,,,,,, ,,, , 
apr,m,78,,,,,, ,,,150,150
apr,m,30,,,,,, ,,, , 
apr,f,50,,,,,, ,,,300,300
apr,f,20,,,,,, ,,,152,152
apr,m,51,,,,,, ,,,2764,2764
apr,f,45,,,,,, ,,, , 
apr,f,20,,,,,, ,,, , 
apr,f,15,,,,,, ,,, , 
apr,f,11,,,,,, ,,, , 
apr,f,9,,,,,, ,,, , 
apr,m,58,,,,,, ,,,1700,1700
apr,f,58,,,,,, ,,,1025,1025
apr,f,26,,,,,,4,,, , 
apr,m,39,,,,,, ,,,220,220
apr,f,37,,,,,, ,,, , 
apr,f,17,,,,,, ,,, , 
apr,m,12,,,,,, ,,, , 
apr,f,64,,,,,, ,,,900,900
apr,m,30,,,,,, ,,,1039,1039
apr,f,45,,,,,, ,,,537,537
apr,m,46,,,,,, ,,,2598,2598
apr,m,27,,,,,, ,,,1200,1200
apr,f,22,,,,,,2,,, , 
apr,m,18,,,,,, ,,,1025,1025
apr,f,12,,,,,, ,,, , 
apr,f,81,,,,,, ,,, , 
apr,f,52,,,,,, ,,,625,1075
apr,m,55,,,,,, ,,, , 
apr,f,55,,,,,, ,,,1616,1616
apr,f,21,,,,,, ,,, , 
apr,m,30,,,,,, ,,, , 
apr,f,28,,,,,,4,,, , 
apr,f,34,,,,,, ,,,1166,1166
apr,f,15,,,,,, ,,, , 
apr,f,56,,,,,, ,,,6000,6000
apr,f,24,,,,,, ,,,1475,1475
apr,f,79,,,,,, ,,, , 
apr,f,24,,,,,, ,,,600,600
apr,m,30,,,,,, ,,, , 
apr,m,68,,,,,, ,,, , 
apr,f,68,,,,,, ,,, , 
apr,m,18,,,,,,2,,, , 
apr,f,34,,,,,, ,,,10000,10000
apr,m,37,,,,,, ,,,3500,3500
apr,f, ,,,,,, ,,, , 
apr,f,70,,,,,, ,,, , 
apr,m,71,,,,,, ,,,3500,3500
apr,f,63,,,,,, ,,, , 
apr,f,33,,,,,, ,,,1500,1500
apr,m,31,,,,,, ,,,2950,2950
apr,m,71,,,,,, ,,, , 
apr,f,66,,,,,, ,,, , 
apr,f,66,,,,,, ,,,2065,2065
apr,m,55,,,,,, ,,,9200,9200
apr,f,55,,,,,, ,,, , 
apr,f,21,,,,,, ,,, , 
apr,m,17,,,,,, ,,, , 
apr,m,50,,,,,, ,,, , 
apr,f,51,,,,,, ,,, , 
apr,m,5,,,,,, ,,, , 
apr,m,2,,,,,, ,,, , 
apr,f,45,,,,,, ,,,1600,1600
apr,f,19,,,,,, ,,, , 
apr,f,23,,,,,, ,,, , 
apr,m,62,,,,,, ,,,3400,3400
apr,f,57,,,,,, ,,, , 
apr,m,19,,,,,, ,,, , 
apr,m,50,,,,,, ,,,2500,2500
apr,f,49,,,,,, ,,,2700,2700
apr,f,18,,,,,, ,,, , 
apr,m,15,,,,,, ,,, , 
apr,f,7,,,,,, ,,, , 
apr,f,6,,,,,, ,,, , 
apr,m,55,,,,,, ,,,1400,1400
apr,f,52,,,,,, ,,,1058,1058
apr,m,28,,,,,, ,,,380,380
apr,f,24,,,,,, ,,,400,400
apr,m,52,,,,,, ,,,2500,2500
apr,m,81,,,,,, ,,, , 
apr,f,40,,,,,, ,,,650,970
apr,f,19,,,,,, ,,, , 
apr,m,45,,,,,, ,,,1600,1600
apr,f,48,,,,,, ,,,270,270
apr,f,9,,,,,, ,,, , 
apr,m,64,,,,,, ,,,137,137
apr,f,63,,,,,, ,,,1025,1025
apr,f,36,,,,,, ,,,3130,3130
apr,m,27,,,,,, ,,,5000,5000
apr,m,42,,,,,, ,,,1228,1228
apr,m,61,,,,,, ,,,4800,4800
apr,f,62,,,,,, ,,,1025,1025
apr,m,34,,,,,, ,,,4500,4500
apr,f,26,,,,,, ,,, , 
apr,m,36,,,,,, ,,,5000,5000
apr,f,26,,,,,, ,,,1600,1600
apr,m,28,,,,,, ,,,1625,1825
apr,f,24,,,,,, ,,,1200,1200
apr,m,5,,,,,, ,,, , 
apr,m,2,,,,,, ,,, , 
apr,f,20,,,,,, ,,,1572,1572
apr,f,16,,,,,, ,,, , 
apr,m,48,,,,,, ,,, , 
apr,f,52,,,,,, ,,,260,260
apr,m,21,,,,,, ,,, , 
apr,f,15,,,,,, ,,, , 
apr,m,72,,,,,, ,,, , 
apr,f,69,,,,,, ,,, , 
apr,f,34,,,,,, ,,, , 
apr,m,33,,,,,, ,,,1299,1299
apr,m,46,,,,,, ,,,1650,1650
apr,f,50,,,,,, ,,, , 
apr,f,63,,,,,,3,,, , 
apr,m,48,,,,,,2,,, , 
apr,m,26,,,,,, ,,,550,550
apr,f,18,,,,,, ,,,1000,1000
apr,f,43,,,,,, ,,, , 
apr,f,33,,,,,, ,,, , 
apr,m,47,,,,,, ,,,670,670
apr,f,22,,,,,, ,,,1732,1732
apr,f,20,,,,,, ,,,797,797
apr,f,15,,,,,, ,,,693,693
apr,m,9,,,,,, ,,, , 
apr,f,7,,,,,, ,,, , 
apr,m,43,,,,,, ,,,1400,1400
apr,f,42,,,,,, ,,,55,55
apr,m,21,,,,,, ,,,217,217
apr,f,14,,,,,, ,,, , 
apr,m,11,,,,,, ,,, , 
apr,m,8,,,,,, ,,, , 
apr,f,33,,,,,, ,,,3100,3100
apr,m,37,,,,,, ,,, , 
apr,f,14,,,,,, ,,, , 
apr,m,47,,,,,, ,,,1900,1900
apr,f,47,,,,,, ,,, , 
apr,f,26,,,,,, ,,, , 
apr,m,20,,,,,, ,,,100,100
apr,f,5,,,,,, ,,, , 
apr,f,36,,,,,, ,,,119,119
apr,m,39,,,,,, ,,,1265,2765
apr,m,16,,,,,, ,,,779,779
apr,m,15,,,,,, ,,,87,87
apr,m,5,,,,,, ,,, , 
apr,m,58,,,,,, ,,,580,580
apr,m,29,,,,,, ,,,300,300
apr,f,27,,,,,, ,,, , 
apr,m,28,,,,,, ,,,909,909
apr,f,3,,,,,, ,,, , 
apr,m,30,,,,,, ,,,1520,1520
apr,f,24,,,,,, ,,, , 
apr,f,1,,,,,, ,,, , 
apr,f,30,,,,,, ,,, , 
apr,m,35,,,,,, ,,,4774,4774
apr,m,39,,,,,, ,,,1300,1300
apr,f,33,,,,,, ,,, , 
apr,f,17,,,,,, ,,, , 
apr,m,8,,,,,, ,,, , 
apr,f,23,,,,,, ,,,1200,1200
apr,m,42,,,,,, ,,,1800,1800
apr,f,30,,,,,, ,,, , 
apr,m,3,,,,,, ,,, , 
apr,f,51,,,,,, ,,,779,989
apr,m,17,,,,,, ,,, , 
apr,m,15,,,,,, ,,,303,303
apr,f,54,,,,,, ,,,1025,1025
apr,f,26,,,,,, ,,,1500,1500
apr,f,13,,,,,, ,,, , 
apr,m,53,,,,,, ,,,1500,1500
apr,f,46,,,,,, ,,,300,300
apr,f,29,,,,,, ,,,2200,2200
apr,m,26,,,,,, ,,,2500,2500
apr,f,49,,,,,, ,,,1800,1800
apr,m,30,,,,,, ,,,173,173
apr,f,13,,,,,, ,,, , 
apr,m,7,,,,,, ,,, , 
apr,f,26,,,,,, ,,, , 
apr,m,31,,,,,, ,,, , 
apr,m,5,,,,,, ,,, , 
apr,f,1,,,,,, ,,, , 
apr,f,47,,,,,, ,,,300,1729
apr,f,50,,,,,, ,,,700,700
apr,m,49,,,,,, ,,,700,700
apr,m,14,,,,,, ,,, , 
apr,f,68,,,,,, ,,, , 
apr,m,43,,,,,, ,,,1516,1516
apr,m,42,,,,,, ,,,87,87
apr,f,20,,,,,, ,,, , 
apr,f,11,,,,,, ,,, , 
apr,m,1,,,,,, ,,, , 
apr,m,31,,,,,, ,,,3800,4600
apr,f,24,,,,,, ,,, , 
apr,m,35,,,,,, ,,,650,770
apr,f,33,,,,,, ,,, , 
apr,m,8,,,,,, ,,, , 
apr,f,1,,,,,, ,,, , 
apr,f,68,,,,,, ,,, , 
apr,m,68,,,,,, ,,, , 
apr,m,37,,,,,, ,,,1683,1683
apr,f,34,,,,,, ,,,780,780
apr,f,14,,,,,, ,,, , 
apr,m,11,,,,,, ,,, , 
apr,m,54,,,,,, ,,,1285,1285
apr,f,52,,,,,, ,,,2098,2098
apr,m,32,,,,,, ,,,1525,1525
apr,m,14,,,,,, ,,, , 
apr,f,25,,,,,, ,,,260,460
apr,m,27,,,,,, ,,,433,433
apr,f,4,,,,,, ,,, , 
apr,m,40,,,,,, ,,,463,463
apr,f,31,,,,,, ,,,1500,1500
apr,f,10,,,,,, ,,, , 
apr,m,3,,,,,, ,,, , 
apr,f,40,,,,,, ,,, , 
apr,m,38,,,,,, ,,,1942,1942
apr,m,20,,,,,,8,,, , 
apr,m,1,,,,,, ,,, , 
apr,f,56,,,,,, ,,,60,260
apr,m,52,,,,,, ,,,2165,2365
apr,m,20,,,,,, ,,, , 
apr,f,57,,,,,, ,,, , 
apr,f,23,,,,,, ,,, , 
apr,m,67,,,,,, ,,,650,650
apr,f,59,,,,,, ,,,900,1000
apr,m,34,,,,,, ,,,2420,2420
apr,m,23,,,,,, ,,,2600,2600
apr,f,43,,,,,, ,,,750,750
apr,f,22,,,,,, ,,,433,433
apr,m,51,,,,,, ,,,3800,4220
apr,f,41,,,,,, ,,, , 
apr,f,19,,,,,, ,,,1025,1025
apr,m,17,,,,,, ,,,779,779
apr,f,4,,,,,, ,,, , 
apr,m,36,,,,,, ,,,4700,4700
apr,f,33,,,,,, ,,, , 
apr,f,9,,,,,, ,,, , 
apr,f,5,,,,,, ,,, , 
apr,m,39,,,,,, ,,,1610,1610
apr,m,15,,,,,, ,,, , 
apr,m,34,,,,,, ,,,1025,1025
apr,f,33,,,,,, ,,, , 
apr,f,10,,,,,, ,,, , 
apr,f,7,,,,,, ,,, , 
apr,m,40,,,,,, ,,,1025,1025
apr,f,36,,,,,, ,,, , 
apr,m,15,,,,,, ,,, , 
apr,f,11,,,,,, ,,, , 
apr,m,4,,,,,, ,,, , 
apr,m,26,,,,,, ,,,2081,2081
apr,f,32,,,,,, ,,,280,520
apr,f,14,,,,,, ,,, , 
apr,m,2,,,,,, ,,, , 
apr,f,44,,,,,, ,,, , 
apr,m,47,,,,,, ,,, , 
apr,m,19,,,,,, ,,, , 
apr,m,12,,,,,, ,,, , 
apr,f,4,,,,,, ,,, , 
apr,m,49,,,,,, ,,, , 
apr,f,33,,,,,, ,,,3000,3000
apr,m,62,,,,,, ,,,909,909
apr,f,56,,,,,, ,,,100,100
apr,f,18,,,,,, ,,, , 
apr,m,71,,,,,, ,,, , 
apr,f,67,,,,,, ,,, , 
apr,m,48,,,,,, ,,,2000,2000
apr,m,47,,,,,, ,,,3980,3980
apr,f,47,,,,,, ,,,60,60
apr,f,3,,,,,, ,,, , 
apr,f,82,,,,,, ,,, , 
apr,m,44,,,,,, ,,,1280,1280
apr,f,14,,,,,, ,,, , 
apr,f,12,,,,,, ,,, , 
apr,f,10,,,,,, ,,, , 
apr,m,45,,,,,, ,,,3000,3000
apr,f,39,,,,,, ,,, , 
apr,f,15,,,,,, ,,, , 
apr,m,8,,,,,, ,,, , 
apr,m,4,,,,,, ,,, , 
apr,m,37,,,,,, ,,,1539,1539
apr,f,29,,,,,, ,,, , 
apr,m,3,,,,,, ,,, , 
apr,m, ,,,,,, ,,, , 
apr,f,43,,,,,, ,,,1389,1389
apr,m,51,,,,,, ,,, , 
apr,m,7,,,,,, ,,, , 
apr,m,18,,,,,, ,,, , 
apr,f,18,,,,,, ,,, , 
apr,f,56,,,,,, ,,, , 
apr,m,33,,,,,, ,,,3260,3260
apr,f,25,,,,,, ,,, , 
apr,m,46,,,,,, ,,,2120,2120
apr,f,43,,,,,, ,,, , 
apr,m,25,,,,,, ,,,679,844
apr,f,10,,,,,, ,,, , 
apr,m,57,,,,,, ,,,2598,2598
apr,f,50,,,,,, ,,, , 
apr,f,27,,,,,, ,,,2000,3500
apr,f,23,,,,,, ,,,1200,1200
apr,f,13,,,,,, ,,, , 
apr,m,10,,,,,, ,,, , 
apr,f,79,,,,,, ,,,217,217
apr,f,39,,,,,, ,,,4600,4600
apr,m,38,,,,,, ,,,4600,8295
apr,m,11,,,,,, ,,, , 
apr,m,46,,,,,, ,,,8400,8400
apr,f,41,,,,,, ,,, , 
apr,f,23,,,,,, ,,,2000,2000
apr,f,14,,,,,, ,,, , 
apr,m,5,,,,,, ,,, , 
apr,f,30,,,,,, ,,,1300,1300
apr,m,30,,,,,, ,,,5000,5000
apr,m,12,,,,,, ,,, , 
apr,m,46,,,,,, ,,,2700,2700
apr,f,46,,,,,, ,,,727,1827
apr,f,17,,,,,, ,,, , 
apr,f,15,,,,,, ,,, , 
apr,m,48,,,,,, ,,,2500,2500
apr,f,46,,,,,, ,,,433,433
apr,f,13,,,,,, ,,, , 
apr,m,10,,,,,, ,,, , 
apr,f,74,,,,,, ,,, , 
apr,m,46,,,,,, ,,,2000,2000
apr,m,78,,,,,, ,,, , 
apr,m,65,,,,,, ,,,1080,1080
apr,f,61,,,,,, ,,,200,200
apr,f,26,,,,,, ,,,1420,1420
apr,m,20,,,,,, ,,,1600,1600
apr,f,65,,,,,, ,,,830,830
apr,m,25,,,,,, ,,,2300,2300
apr,f,75,,,,,, ,,, , 
apr,f,45,,,,,, ,,, , 
apr,m,45,,,,,, ,,, , 
apr,f,82,,,,,, ,,, , 
apr,m,60,,,,,, ,,, , 
apr,f,55,,,,,, ,,,1235,1235
apr,f,24,,,,,, ,,, , 
apr,m,26,,,,,, ,,,1123,1123
apr,f,7,,,,,, ,,, , 
apr,m,5,,,,,, ,,, , 
apr,f,70,,,,,, ,,, , 
apr,f,44,,,,,, ,,, , 
apr,m,18,,,,,, ,,, , 
