month,sex,age,rol,sector,n_employees,lf_job,employment_source,n_weeks_lf_job,education,ethnicity,main_src,total_src
nov,m,57,,,,,, ,,,228,228
nov,f,51,,,,,, ,,, , 
nov,m,62,,,,,, ,,, , 
nov,f,25,,,,,, ,,, , 
nov,m,20,,,,,, ,,, , 
nov,m,37,,,,,, ,,,8000,8000
nov,f,36,,,,,, ,,, , 
nov,m,1,,,,,, ,,, , 
nov,f,54,,,,,, ,,, , 
nov,f,32,,,,,, ,,,2500,2500
nov,m,9,,,,,, ,,, , 
nov,f,26,,,,,, ,,,541,641
nov,f,5,,,,,, ,,, , 
nov,f,31,,,,,, ,,,1630,1630
nov,f,12,,,,,, ,,, , 
nov,f,8,,,,,, ,,, , 
nov,m,1,,,,,, ,,, , 
nov,m,46,,,,,,2,,, , 
nov,f,47,,,,,, ,,,909,909
nov,m,19,,,,,, ,,, , 
nov,f,17,,,,,, ,,,217,217
nov,m,12,,,,,, ,,, , 
nov,f,27,,,,,, ,,,1407,1407
nov,m,34,,,,,, ,,,2897,2897
nov,f,8,,,,,, ,,, , 
nov,f,1,,,,,, ,,, , 
nov,f,22,,,,,, ,,, , 
nov,f,60,,,,,, ,,,805,905
nov,f,79,,,,,, ,,, , 
nov,m,54,,,,,,4,,, , 
nov,f,52,,,,,, ,,, , 
nov,m,23,,,,,, ,,,1085,1085
nov,m,17,,,,,, ,,, , 
nov,f,54,,,,,, ,,,3000,3000
nov,f,25,,,,,, ,,, , 
nov,f,83,,,,,, ,,, , 
nov,m,25,,,,,, ,,,3000,3000
nov,m,49,,,,,, ,,, , 
nov,f,42,,,,,, ,,, , 
nov,m,20,,,,,, ,,, , 
nov,m,36,,,,,, ,,,1602,1602
nov,f,31,,,,,, ,,,1559,1679
nov,f,13,,,,,, ,,, , 
nov,f,8,,,,,, ,,, , 
nov,m,4,,,,,, ,,, , 
nov,m,95,,,,,, ,,, , 
nov,f,98,,,,,, ,,, , 
nov,m,57,,,,,, ,,, , 
nov,m,55,,,,,, ,,, , 
nov,f,54,,,,,, ,,, , 
nov,f,25,,,,,, ,,, , 
nov,f,30,,,,,, ,,, , 
nov,m,12,,,,,, ,,, , 
nov,f,5,,,,,, ,,, , 
nov,f,78,,,,,, ,,, , 
nov,m,61,,,,,, ,,, , 
nov,f,57,,,,,, ,,,840,840
nov,m,32,,,,,, ,,,3000,3000
nov,m,36,,,,,, ,,, , 
nov,f,45,,,,,, ,,,920,920
nov,m,9,,,,,, ,,, , 
nov,m,9,,,,,, ,,, , 
nov,m,77,,,,,, ,,, , 
nov,f,51,,,,,, ,,,4500,4500
nov,m,50,,,,,, ,,,3000,3000
nov,f,17,,,,,, ,,, , 
nov,f,11,,,,,, ,,, , 
nov,f,33,,,,,, ,,, , 
nov,m,30,,,,,, ,,,1835,1875
nov,f,11,,,,,, ,,, , 
nov,m,1,,,,,, ,,, , 
nov,m,62,,,,,, ,,,4500,4500
nov,m,35,,,,,, ,,,2200,2200
nov,f,29,,,,,, ,,,1025,1025
nov,f,8,,,,,, ,,, , 
nov,f,78,,,,,, ,,,1800,1800
nov,m,76,,,,,, ,,, , 
nov,f,41,,,,,, ,,,1800,1800
nov,m,45,,,,,, ,,,200,200
nov,f,37,,,,,, ,,,720,720
nov,m,15,,,,,, ,,, , 
nov,m,5,,,,,, ,,, , 
nov,m,79,,,,,, ,,,500,500
nov,f,74,,,,,, ,,, , 
nov,m,60,,,,,,2,,, , 
nov,f,52,,,,,, ,,,1026,1026
nov,m,31,,,,,, ,,, , 
nov,m,20,,,,,, ,,, , 
nov,f,30,,,,,, ,,,600,600
nov,m,7,,,,,, ,,, , 
nov,f,84,,,,,, ,,, , 
nov,f,60,,,,,, ,,, , 
nov,f,22,,,,,, ,,,650,650
nov,m,61,,,,,, ,,,1565,1565
nov,f,53,,,,,, ,,,1900,1900
nov,f,29,,,,,, ,,,1700,1700
nov,f,26,,,,,, ,,,1200,1200
nov,m,32,,,,,, ,,,1800,1800
nov,f,24,,,,,, ,,, , 
nov,m,6,,,,,, ,,, , 
nov,m,2,,,,,, ,,, , 
nov,f,11,,,,,, ,,, , 
nov,f,60,,,,,, ,,,520,520
nov,f,39,,,,,, ,,,1163,1163
nov,f,21,,,,,, ,,, , 
nov,m,18,,,,,, ,,,100,100
nov,f,15,,,,,, ,,, , 
nov,f,12,,,,,, ,,, , 
nov,f,1,,,,,, ,,, , 
nov,f,65,,,,,, ,,, , 
nov,m,63,,,,,, ,,, , 
nov,m,48,,,,,, ,,,4500,4500
nov,m,55,,,,,, ,,, , 
nov,f,53,,,,,, ,,, , 
nov,m,33,,,,,, ,,,1500,2000
nov,f,28,,,,,, ,,,1250,1250
nov,f,16,,,,,, ,,, , 
nov,m,41,,,,,, ,,,2800,2800
nov,f,37,,,,,, ,,,3717,3717
nov,m,3,,,,,, ,,, , 
nov,m,25,,,,,, ,,,2950,2950
nov,f,75,,,,,, ,,, , 
nov,m,51,,,,,,1,,, , 
nov,m,16,,,,,, ,,, , 
nov,f,50,,,,,, ,,,400,400
nov,f,11,,,,,, ,,, , 
nov,m,68,,,,,, ,,,1700,1700
nov,f,67,,,,,, ,,, , 
nov,m,41,,,,,, ,,, , 
nov,m,41,,,,,,4,,, , 
nov,f,29,,,,,, ,,,2500,2500
nov,m,69,,,,,, ,,, , 
nov,f,68,,,,,, ,,, , 
nov,m,33,,,,,, ,,,1550,1550
nov,m,59,,,,,, ,,, , 
nov,m,48,,,,,, ,,,1279,1566
nov,m,38,,,,,, ,,,2598,2598
nov,f,36,,,,,, ,,,394,394
nov,f,17,,,,,, ,,, , 
nov,f,10,,,,,, ,,, , 
nov,m,8,,,,,, ,,, , 
nov,m,76,,,,,, ,,, , 
nov,f,70,,,,,, ,,, , 
nov,m,44,,,,,, ,,,4000,4000
nov,f,52,,,,,, ,,,2300,2300
nov,m,13,,,,,, ,,, , 
nov,f,29,,,,,, ,,, , 
nov,m,35,,,,,, ,,,862,862
nov,m,13,,,,,, ,,, , 
nov,f,7,,,,,, ,,, , 
nov,f,6,,,,,, ,,, , 
nov,m,3,,,,,, ,,, , 
nov,m,64,,,,,, ,,,3000,3000
nov,f,60,,,,,, ,,, , 
nov,m,22,,,,,, ,,, , 
nov,m,92,,,,,, ,,, , 
nov,f,18,,,,,, ,,, , 
nov,m, ,,,,,, ,,, , 
nov,m,87,,,,,, ,,, , 
nov,f,54,,,,,, ,,,1800,1800
nov,m,28,,,,,, ,,,1299,1299
nov,m,22,,,,,, ,,,1299,1299
nov,f,20,,,,,, ,,, , 
nov,f,25,,,,,, ,,,2500,2500
nov,m,55,,,,,, ,,, , 
nov,f,56,,,,,, ,,,3000,3000
nov,m,27,,,,,, ,,, , 
nov,f,25,,,,,, ,,, , 
nov,f,23,,,,,, ,,,120,120
nov,f,50,,,,,, ,,,2500,2500
nov,f,77,,,,,, ,,, , 
nov,m,42,,,,,, ,,, , 
nov,f,38,,,,,, ,,, , 
nov,f,48,,,,,, ,,, , 
nov,m,84,,,,,, ,,, , 
nov,f,69,,,,,, ,,, , 
nov,m,65,,,,,, ,,,930,930
nov,m,62,,,,,, ,,, , 
nov,f,61,,,,,, ,,, , 
nov,m,31,,,,,, ,,,1386,1386
nov,f,32,,,,,, ,,,2550,2550
nov,f,31,,,,,, ,,,2550,2550
nov,m,28,,,,,, ,,, , 
nov,f,60,,,,,, ,,,990,990
nov,m,18,,,,,, ,,, , 
nov,m,20,,,,,, ,,,1516,1516
nov,m,62,,,,,, ,,, , 
nov,f,58,,,,,,4,,, , 
nov,m,18,,,,,, ,,, , 
nov,m,39,,,,,, ,,,1516,1516
nov,f,30,,,,,, ,,, , 
nov,f,1,,,,,, ,,, , 
nov,m,41,,,,,, ,,, , 
nov,f,41,,,,,, ,,,1025,1025
nov,m,13,,,,,, ,,, , 
nov,m,9,,,,,, ,,, , 
nov,f,5,,,,,, ,,, , 
nov,f,29,,,,,, ,,,1039,1039
nov,m,8,,,,,, ,,, , 
nov,f,58,,,,,, ,,,100,100
nov,m,42,,,,,, ,,,2615,4115
nov,m,75,,,,,, ,,, , 
nov,f,69,,,,,, ,,,131,131
nov,m,43,,,,,, ,,,2200,2200
nov,f,68,,,,,, ,,,1550,1550
nov,f,40,,,,,, ,,,4700,4700
nov,f,54,,,,,, ,,, , 
nov,f,60,,,,,, ,,,1291,1291
nov,m,53,,,,,, ,,,1600,1600
nov,f,52,,,,,,4,,, , 
nov,m,18,,,,,, ,,, , 
nov,f,77,,,,,, ,,, , 
nov,m,38,,,,,, ,,,1321,1321
nov,f,37,,,,,, ,,,2300,2300
nov,f,35,,,,,, ,,, , 
nov,m,36,,,,,,2,,, , 
nov,m,17,,,,,, ,,, , 
nov,f,9,,,,,, ,,, , 
nov,f,33,,,,,, ,,,4400,4400
nov,f,57,,,,,, ,,,2200,2200
nov,m,67,,,,,, ,,,850,850
nov,f,57,,,,,, ,,,1700,2700
nov,f,74,,,,,, ,,,778,838
nov,m,35,,,,,, ,,,4700,4700
nov,f,34,,,,,, ,,,866,1116
nov,m,14,,,,,, ,,, , 
nov,m,11,,,,,, ,,, , 
nov,f,74,,,,,,4,,, , 
nov,m,29,,,,,, ,,,1386,1386
nov,f,28,,,,,, ,,,2200,2200
nov,f,47,,,,,, ,,,3000,3000
nov,f,28,,,,,, ,,, , 
nov,m,82,,,,,, ,,, , 
nov,f,77,,,,,, ,,, , 
nov,m,50,,,,,, ,,,1200,1200
nov,m,33,,,,,, ,,,1800,1800
nov,m,43,,,,,, ,,,3100,3100
nov,f,39,,,,,,1,,, , 
nov,f,21,,,,,, ,,, , 
nov,f,12,,,,,, ,,, , 
nov,f,33,,,,,, ,,, , 
nov,m,31,,,,,, ,,,3464,3464
nov,m,15,,,,,, ,,, , 
nov,m,83,,,,,, ,,,315,315
nov,m,23,,,,,, ,,, , 
nov,f,40,,,,,, ,,, , 
nov,m,28,,,,,, ,,, , 
nov,f,23,,,,,,8,,, , 
nov,f,20,,,,,, ,,, , 
nov,f,10,,,,,, ,,, , 
nov,f, ,,,,,, ,,, , 
nov,f,24,,,,,, ,,,368,368
nov,f,2,,,,,, ,,, , 
nov,f,44,,,,,, ,,,650,650
nov,m,43,,,,,,4,,, , 
nov,m,19,,,,,,1,,, , 
nov,m,16,,,,,, ,,, , 
nov,m,61,,,,,, ,,,8000,8000
nov,f,56,,,,,, ,,, , 
nov,f,34,,,,,, ,,,2150,2150
nov,m,20,,,,,, ,,, , 
nov,f,11,,,,,, ,,, , 
nov,m,48,,,,,, ,,,4000,4000
nov,f,20,,,,,, ,,,217,217
nov,m,19,,,,,, ,,, , 
nov,f,62,,,,,, ,,,6222,6222
nov,f,31,,,,,, ,,, , 
nov,m,28,,,,,, ,,, , 
nov,m,61,,,,,, ,,,5000,5000
nov,f,63,,,,,, ,,, , 
nov,m,63,,,,,, ,,,4500,4500
nov,f,64,,,,,, ,,, , 
nov,m,57,,,,,, ,,,198,198
nov,m,36,,,,,, ,,,1025,1025
nov,f,30,,,,,, ,,,500,500
nov,f,8,,,,,, ,,, , 
nov,m,45,,,,,, ,,,1387,1387
nov,m,20,,,,,, ,,, , 
nov,m,19,,,,,, ,,,650,650
nov,f,11,,,,,, ,,, , 
nov,f,23,,,,,, ,,,1083,1083
nov,m,2,,,,,, ,,, , 
nov,m,76,,,,,, ,,, , 
nov,m,46,,,,,, ,,,1150,1150
nov,m,45,,,,,, ,,,2060,2060
nov,f,31,,,,,, ,,,2000,2000
nov,m,31,,,,,, ,,, , 
nov,m,79,,,,,, ,,, , 
nov,f,78,,,,,, ,,, , 
nov,m,40,,,,,, ,,, , 
nov,m,67,,,,,, ,,, , 
nov,m,29,,,,,,4,,, , 
nov,m,68,,,,,, ,,,8000,8000
nov,f,67,,,,,, ,,, , 
nov,m,94,,,,,, ,,, , 
nov,m,58,,,,,, ,,,1600,1600
nov,f,53,,,,,, ,,,1450,1450
nov,f,50,,,,,, ,,,1379,1379
nov,m,57,,,,,, ,,,1025,1025
nov,m,20,,,,,, ,,, , 
nov,f,18,,,,,, ,,, , 
nov,m,16,,,,,, ,,, , 
nov,m,11,,,,,, ,,, , 
nov,m,64,,,,,, ,,,500,500
nov,f,57,,,,,, ,,,6000,6000
nov,m,20,,,,,, ,,, , 
nov,f,62,,,,,, ,,,1025,1025
nov,f,22,,,,,, ,,,1500,1500
nov,m,72,,,,,, ,,, , 
nov,f,75,,,,,, ,,, , 
nov,f,42,,,,,, ,,,2500,2500
nov,f,58,,,,,, ,,,1870,1870
nov,m,23,,,,,, ,,, , 
nov,m,19,,,,,, ,,, , 
nov,m,51,,,,,, ,,,5000,5000
nov,f,52,,,,,, ,,,6000,6000
nov,m,14,,,,,, ,,, , 
nov,f,12,,,,,, ,,, , 
nov,f,37,,,,,, ,,,1100,1100
nov,m,19,,,,,, ,,,1100,1100
nov,m,17,,,,,, ,,, , 
nov,m,14,,,,,, ,,, , 
nov,m,86,,,,,, ,,, , 
nov,f,75,,,,,, ,,, , 
nov,f,50,,,,,, ,,, , 
nov,m,21,,,,,, ,,,1299,1299
nov,f,11,,,,,, ,,, , 
nov,f,76,,,,,, ,,,890,890
nov,f,21,,,,,, ,,,200,200
nov,m,37,,,,,, ,,,1415,1415
nov,f,43,,,,,, ,,, , 
nov,m,23,,,,,, ,,,1025,1025
nov,m,16,,,,,, ,,,606,606
nov,f,4,,,,,, ,,, , 
nov,f,46,,,,,, ,,,3000,3000
nov,m,5,,,,,, ,,, , 
nov,f,80,,,,,, ,,, , 
nov,m,77,,,,,, ,,, , 
nov,f,66,,,,,, ,,, , 
nov,f,30,,,,,, ,,, , 
nov,m,32,,,,,, ,,, , 
nov,f,57,,,,,, ,,,1299,1299
nov,m,49,,,,,, ,,, , 
nov,m,39,,,,,, ,,,3000,3000
nov,m,40,,,,,, ,,, , 
nov,f,41,,,,,, ,,, , 
nov,f,16,,,,,, ,,, , 
nov,f,10,,,,,, ,,, , 
nov,m,4,,,,,, ,,, , 
nov,m,49,,,,,, ,,,1220,1220
nov,f,55,,,,,, ,,, , 
nov,m,18,,,,,, ,,,650,650
nov,f,36,,,,,, ,,,1573,1723
nov,f,15,,,,,, ,,, , 
nov,f,84,,,,,, ,,, , 
nov,m,75,,,,,, ,,,1000,1000
nov,m,38,,,,,, ,,,2500,2500
nov,f,39,,,,,, ,,,1200,1200
nov,f,6,,,,,, ,,, , 
nov,m,3,,,,,, ,,, , 
nov,m,79,,,,,, ,,, , 
nov,f,72,,,,,, ,,, , 
nov,m,49,,,,,, ,,,3248,3248
nov,f,40,,,,,, ,,,1532,1532
nov,m,33,,,,,, ,,,1300,1300
nov,f,20,,,,,, ,,, , 
nov,f,5,,,,,, ,,, , 
nov,m,33,,,,,, ,,,1151,1151
nov,m,33,,,,,, ,,,1245,1245
nov,f,38,,,,,, ,,, , 
nov,f,5,,,,,, ,,, , 
nov,m,1,,,,,, ,,, , 
nov,f,53,,,,,, ,,, , 
nov,m,58,,,,,, ,,, , 
nov,m,31,,,,,, ,,,3000,3000
nov,f,36,,,,,, ,,,1233,1233
nov,m,35,,,,,, ,,,3464,3464
nov,m, ,,,,,, ,,, , 
nov,m,29,,,,,, ,,,1000,1000
nov,f,24,,,,,, ,,, , 
nov,m,1,,,,,, ,,, , 
nov,m,22,,,,,,3,,, , 
nov,f,70,,,,,, ,,, , 
nov,m,78,,,,,,4,,, , 
nov,f,18,,,,,, ,,, , 
nov,m,37,,,,,, ,,,2390,2390
nov,f,62,,,,,, ,,, , 
nov,m,64,,,,,, ,,,2165,2165
nov,f,59,,,,,, ,,, , 
nov,f,33,,,,,, ,,,1800,1800
nov,f,32,,,,,, ,,, , 
nov,m,22,,,,,, ,,, , 
nov,m,70,,,,,, ,,,3000,3000
nov,f,63,,,,,, ,,, , 
nov,m,46,,,,,, ,,,850,850
nov,f,23,,,,,, ,,,220,220
nov,f,4,,,,,, ,,, , 
nov,m,2,,,,,, ,,, , 
nov,f,68,,,,,, ,,, , 
nov,m,76,,,,,, ,,, , 
nov,f,44,,,,,, ,,,1230,1230
nov,m,86,,,,,, ,,, , 
nov,f,76,,,,,, ,,,2300,2300
nov,f,43,,,,,, ,,,1025,1275
nov,f,24,,,,,, ,,, , 
nov,f,52,,,,,, ,,,1025,1025
nov,f,26,,,,,, ,,,1000,1000
nov,m,18,,,,,, ,,,779,779
nov,m,58,,,,,, ,,,2165,2165
nov,f,54,,,,,, ,,, , 
nov,m,27,,,,,, ,,,1516,1516
nov,f,19,,,,,, ,,,145,145
nov,m,3,,,,,, ,,, , 
nov,m,23,,,,,, ,,,866,866
nov,m,2,,,,,, ,,, , 
nov,m,34,,,,,, ,,,413,413
nov,f,27,,,,,, ,,, , 
nov,f,9,,,,,, ,,, , 
nov,f,9,,,,,, ,,, , 
nov,f,1,,,,,, ,,, , 
nov,m,46,,,,,, ,,, , 
nov,f,45,,,,,, ,,, , 
nov,m,20,,,,,, ,,, , 
nov,m,17,,,,,, ,,, , 
nov,m,12,,,,,, ,,, , 
nov,f,39,,,,,, ,,,700,1100
nov,m,10,,,,,, ,,, , 
nov,m,8,,,,,, ,,, , 
nov,m,2,,,,,, ,,, , 
nov,m,41,,,,,, ,,,1931,1931
nov,f,35,,,,,, ,,, , 
nov,m,16,,,,,, ,,, , 
nov,f,13,,,,,, ,,, , 
nov,m,6,,,,,, ,,, , 
nov,m,31,,,,,, ,,,3760,3760
nov,f,29,,,,,, ,,, , 
nov,f,9,,,,,, ,,, , 
nov,f,1,,,,,, ,,, , 
nov,m,35,,,,,, ,,,1600,1600
nov,f,43,,,,,, ,,, , 
nov,m,22,,,,,, ,,, , 
nov,f,19,,,,,, ,,, , 
nov,f,2,,,,,, ,,, , 
nov,m,64,,,,,, ,,,910,910
nov,f,70,,,,,, ,,, , 
nov,f,44,,,,,, ,,,3150,3150
nov,m,17,,,,,, ,,, , 
nov,f,70,,,,,, ,,, , 
nov,m,73,,,,,, ,,, , 
nov,m,72,,,,,, ,,, , 
nov,f,79,,,,,, ,,, , 
nov,m,23,,,,,, ,,, , 
nov,m,73,,,,,, ,,, , 
nov,f,73,,,,,, ,,, , 
nov,m,33,,,,,, ,,, , 
nov,f,44,,,,,, ,,, , 
nov,m,4,,,,,, ,,, , 
nov,f,31,,,,,, ,,, , 
nov,m,66,,,,,, ,,, , 
nov,f,66,,,,,, ,,, , 
nov,m,70,,,,,, ,,, , 
nov,f,65,,,,,, ,,, , 
nov,f,26,,,,,, ,,,1200,1950
nov,m,64,,,,,, ,,,5000,5000
nov,f,52,,,,,, ,,, , 
nov,f,30,,,,,, ,,,300,300
nov,f,25,,,,,,2,,, , 
nov,f,46,,,,,, ,,,1000,1000
nov,m,23,,,,,, ,,,1500,1500
nov,f,9,,,,,, ,,, , 
nov,m,79,,,,,, ,,, , 
nov,m,36,,,,,, ,,,1050,1050
nov,f,36,,,,,, ,,,1200,1200
nov,m,8,,,,,, ,,, , 
nov,f,46,,,,,, ,,,400,400
nov,f,52,,,,,, ,,, , 
nov,f,32,,,,,, ,,,1025,1025
nov,m,33,,,,,, ,,,1949,1949
nov,m,4,,,,,, ,,, , 
nov,m,32,,,,,, ,,,2200,2200
nov,f,28,,,,,, ,,, , 
nov,m,36,,,,,, ,,,1617,1617
nov,f,36,,,,,, ,,, , 
nov,m,3,,,,,, ,,, , 
nov,f,56,,,,,, ,,, , 
nov,m,61,,,,,, ,,, , 
nov,f,57,,,,,, ,,,481,481
nov,m,37,,,,,, ,,, , 
nov,m,33,,,,,, ,,, , 
nov,f,42,,,,,,4,,, , 
nov,f,18,,,,,, ,,, , 
nov,m,17,,,,,, ,,, , 
nov,m,5,,,,,, ,,, , 
nov,m,63,,,,,, ,,,200,200
nov,f,60,,,,,, ,,,1278,1278
nov,f,26,,,,,, ,,,850,850
nov,m,41,,,,,, ,,,5200,5200
nov,m,17,,,,,, ,,, , 
nov,m,55,,,,,, ,,,1450,1450
nov,f,47,,,,,, ,,, , 
nov,m,28,,,,,, ,,,1480,1480
nov,m,72,,,,,, ,,,1200,1200
nov,f,60,,,,,, ,,,1025,1025
nov,m,27,,,,,, ,,, , 
nov,m,66,,,,,, ,,,3000,3000
nov,m,30,,,,,, ,,, , 
nov,m,26,,,,,, ,,,1700,1700
nov,m,49,,,,,, ,,,1350,2350
nov,f,45,,,,,, ,,,585,585
nov,m,10,,,,,, ,,, , 
nov,f,8,,,,,, ,,, , 
nov,m,82,,,,,, ,,, , 
nov,m,65,,,,,, ,,,8000,8000
nov,f,82,,,,,, ,,, , 
nov,f,67,,,,,, ,,, , 
nov,m,44,,,,,, ,,,8000,8000
nov,f,33,,,,,, ,,, , 
nov,m,4,,,,,, ,,, , 
nov,f,2,,,,,, ,,, , 
nov,m,35,,,,,, ,,,2500,2500
nov,f,35,,,,,, ,,,1300,1300
nov,m,8,,,,,, ,,, , 
nov,f,81,,,,,, ,,, , 
nov,f,39,,,,,, ,,,304,304
nov,m,12,,,,,, ,,, , 
nov,m, ,,,,,, ,,, , 
nov,m,65,,,,,, ,,,1732,1732
nov,m,55,,,,,,3,,, , 
nov,f,55,,,,,,4,,, , 
nov,m,38,,,,,, ,,,2800,2800
nov,f,28,,,,,, ,,, , 
nov,f,9,,,,,, ,,, , 
nov,f,72,,,,,, ,,, , 
nov,m,46,,,,,, ,,, , 
nov,m,53,,,,,, ,,,2760,2760
nov,f,48,,,,,, ,,,650,650
nov,f,22,,,,,, ,,, , 
nov,m,13,,,,,, ,,, , 
nov,f,31,,,,,, ,,,1301,1301
nov,m,31,,,,,, ,,,2096,2096
nov,m,12,,,,,, ,,, , 
nov,m,4,,,,,, ,,, , 
nov,m,65,,,,,, ,,, , 
nov,f,53,,,,,, ,,, , 
nov,f,34,,,,,, ,,,1000,1000
nov,m,36,,,,,, ,,,1620,1620
nov,f,4,,,,,, ,,, , 
nov,m,35,,,,,, ,,,1359,1359
nov,m,3,,,,,, ,,, , 
nov,m,70,,,,,, ,,,832,832
nov,f,76,,,,,,8,,, , 
nov,f,65,,,,,, ,,,931,931
nov,m,67,,,,,, ,,, , 
nov,f,94,,,,,, ,,, , 
nov,f,53,,,,,, ,,,640,640
nov,m,28,,,,,, ,,, , 
nov,f,23,,,,,, ,,, , 
nov,f,16,,,,,, ,,, , 
nov,f,51,,,,,, ,,,638,701
nov,m,44,,,,,, ,,, , 
nov,f,44,,,,,, ,,, , 
nov,f,1,,,,,, ,,, , 
nov,m,79,,,,,, ,,, , 
nov,m,75,,,,,, ,,,1200,1200
nov,m,73,,,,,, ,,, , 
nov,m,55,,,,,, ,,,1667,1667
nov,f,13,,,,,, ,,, , 
nov,m,9,,,,,, ,,, , 
nov,m,26,,,,,, ,,,2500,2500
nov,f,33,,,,,, ,,,2008,2008
nov,m,49,,,,,, ,,,6000,6000
nov,f,43,,,,,, ,,,4000,4000
nov,f,8,,,,,, ,,, , 
nov,f,4,,,,,, ,,, , 
nov,m,62,,,,,, ,,,2000,2000
nov,f,63,,,,,, ,,, , 
nov,f,27,,,,,, ,,, , 
nov,m,31,,,,,, ,,,909,909
nov,f,9,,,,,, ,,, , 
nov,m,7,,,,,, ,,, , 
nov,f,59,,,,,, ,,, , 
nov,m,37,,,,,, ,,,1080,1080
nov,m,32,,,,,, ,,,1100,1100
nov,f,26,,,,,, ,,, , 
nov,m,31,,,,,, ,,,1408,1408
nov,f,2,,,,,, ,,, , 
nov,m,55,,,,,, ,,,2700,2700
nov,f,47,,,,,, ,,,505,505
nov,m,13,,,,,, ,,, , 
nov,m,8,,,,,, ,,, , 
nov,f,52,,,,,, ,,, , 
nov,f,23,,,,,, ,,,1865,1865
nov,f,25,,,,,, ,,, , 
nov,m,8,,,,,, ,,, , 
nov,f,94,,,,,, ,,, , 
nov,m,44,,,,,, ,,,1250,1250
nov,f,45,,,,,, ,,, , 
nov,f,9,,,,,, ,,, , 
nov,m,5,,,,,, ,,, , 
nov,f,32,,,,,, ,,,1025,1025
nov,f,11,,,,,, ,,, , 
nov,m,68,,,,,, ,,, , 
nov,f,64,,,,,, ,,,1500,1515
nov,m,26,,,,,, ,,,380,380
nov,f,56,,,,,, ,,,410,410
nov,m,66,,,,,, ,,, , 
nov,f,34,,,,,, ,,,2000,2000
nov,m,30,,,,,, ,,, , 
nov,m,21,,,,,,1,,, , 
nov,f,47,,,,,, ,,,500,500
nov,f,28,,,,,, ,,,1150,1150
nov,f,7,,,,,, ,,, , 
nov,m,43,,,,,, ,,,10000,10000
nov,f,40,,,,,, ,,, , 
nov,m,7,,,,,, ,,, , 
nov,f,5,,,,,, ,,, , 
nov,m,49,,,,,, ,,,1800,1800
nov,f,48,,,,,, ,,,817,817
nov,m,29,,,,,, ,,,1200,1200
nov,m,66,,,,,, ,,, , 
nov,m,42,,,,,, ,,,2600,2600
nov,f,41,,,,,, ,,,74,74
nov,m,12,,,,,, ,,, , 
nov,m,9,,,,,, ,,, , 
nov,m,4,,,,,, ,,, , 
nov,m,62,,,,,, ,,,800,800
nov,m,47,,,,,,4,,, , 
nov,f,42,,,,,, ,,,1259,1259
nov,f,24,,,,,, ,,, , 
nov,m,14,,,,,, ,,, , 
nov,f,52,,,,,,2,,, , 
nov,f,62,,,,,, ,,, , 
nov,m,62,,,,,, ,,,2065,2065
nov,f,42,,,,,, ,,,2000,2000
nov,m,20,,,,,, ,,,383,383
nov,m,19,,,,,, ,,, , 
nov,m,59,,,,,, ,,,1800,1800
nov,m,21,,,,,, ,,, , 
nov,m,55,,,,,, ,,, , 
nov,f,56,,,,,, ,,, , 
nov,m,24,,,,,, ,,, , 
nov,f,24,,,,,, ,,, , 
nov,m,20,,,,,, ,,, , 
nov,m,65,,,,,, ,,, , 
nov,f,71,,,,,, ,,, , 
nov,f,24,,,,,, ,,,800,800
nov,f,41,,,,,, ,,,2200,2200
nov,m,9,,,,,, ,,, , 
nov,m,69,,,,,, ,,,1900,1900
nov,f,55,,,,,, ,,,270,270
nov,f,21,,,,,, ,,, , 
nov,m,36,,,,,, ,,,1600,1600
nov,f,34,,,,,, ,,, , 
nov,m,17,,,,,, ,,, , 
nov,f,5,,,,,, ,,, , 
nov,m,41,,,,,, ,,, , 
nov,f,42,,,,,, ,,,4000,4000
nov,f,7,,,,,, ,,, , 
nov,m,5,,,,,, ,,, , 
nov,m,62,,,,,, ,,,5870,5870
nov,f,60,,,,,, ,,, , 
nov,f,26,,,,,, ,,, , 
nov,f,23,,,,,, ,,, , 
nov,m,73,,,,,, ,,, , 
nov,f,70,,,,,, ,,, , 
nov,f,30,,,,,, ,,, , 
nov,f,48,,,,,, ,,,920,920
nov,m,50,,,,,, ,,, , 
nov,m,24,,,,,, ,,,1700,1700
nov,m,19,,,,,, ,,,1083,1083
nov,f,18,,,,,, ,,, , 
nov,f,75,,,,,, ,,, , 
nov,m,52,,,,,, ,,,130,130
nov,f,41,,,,,, ,,,480,480
nov,f,22,,,,,, ,,,1025,1025
nov,f,37,,,,,, ,,,1900,1900
nov,m,8,,,,,, ,,, , 
nov,f,41,,,,,, ,,,516,616
nov,f,11,,,,,, ,,, , 
nov,f,25,,,,,, ,,,520,520
nov,f,4,,,,,, ,,, , 
nov,m,13,,,,,, ,,, , 
nov,f,45,,,,,, ,,,1266,1266
nov,f,42,,,,,, ,,, , 
nov,m,48,,,,,, ,,,10000,10000
nov,f,20,,,,,, ,,, , 
nov,f,7,,,,,, ,,, , 
nov,f,54,,,,,, ,,,476,476
nov,m,28,,,,,, ,,,4000,4000
nov,m,56,,,,,, ,,,1400,2200
nov,f,48,,,,,, ,,, , 
nov,f,20,,,,,, ,,, , 
nov,m,18,,,,,, ,,, , 
nov,m,15,,,,,, ,,, , 
nov,m,50,,,,,, ,,,2287,2287
nov,f,41,,,,,, ,,,335,335
nov,m,12,,,,,, ,,, , 
