month,gender,years,rol,sector,n_employees,lf_job,employment_source,n_weeks_lf_job,edu_lvl,etnicity,1st_source,total
SET,m,28,,,,,, ,,,1025,1025
SET,f,62,,,,,, ,,,5000,5000
SET,m,72,,,,,, ,,, , 
SET,m,33,,,,,, ,,,1200,1200
SET,m,61,,,,,, ,,,1732,1732
SET,m,45,,,,,, ,,,1732,1732
SET,f,22,,,,,, ,,, , 
SET,f, ,,,,,, ,,, , 
SET,m,42,,,,,, ,,,1732,1732
SET,f,41,,,,,,4,,, , 
SET,m,14,,,,,, ,,, , 
SET,m,14,,,,,, ,,, , 
SET,f,42,,,,,, ,,,2100,3500
SET,m,45,,,,,, ,,,1500,1500
SET,f,12,,,,,, ,,, , 
SET,f,9,,,,,, ,,, , 
SET,m,3,,,,,, ,,, , 
SET,f,69,,,,,, ,,,117,117
SET,f,68,,,,,, ,,, , 
SET,f,37,,,,,, ,,,1150,1150
SET,m,35,,,,,, ,,,1920,1920
SET,f,54,,,,,, ,,,866,866
SET,m,56,,,,,, ,,, , 
SET,f,37,,,,,, ,,, , 
SET,f,2,,,,,, ,,, , 
SET,m,38,,,,,, ,,, , 
SET,f,38,,,,,, ,,,2100,2100
SET,f,20,,,,,, ,,, , 
SET,f,9,,,,,, ,,, , 
SET,f,4,,,,,, ,,, , 
SET,f,93,,,,,, ,,, , 
SET,f,34,,,,,, ,,,2790,2790
SET,f,42,,,,,,4,,, , 
SET,f,13,,,,,, ,,, , 
SET,f,8,,,,,, ,,, , 
SET,m,57,,,,,, ,,,2200,2200
SET,m,25,,,,,, ,,,1050,1050
SET,f,26,,,,,, ,,,1100,1100
SET,f,4,,,,,, ,,, , 
SET,m,42,,,,,, ,,,2000,2400
SET,f,37,,,,,, ,,,158,158
SET,f,15,,,,,, ,,, , 
SET,m,12,,,,,, ,,, , 
SET,m,10,,,,,, ,,, , 
SET,f,80,,,,,, ,,, , 
SET,m,47,,,,,, ,,, , 
SET,f,48,,,,,, ,,,1200,1200
SET,m,6,,,,,, ,,, , 
SET,m,70,,,,,, ,,, , 
SET,f,62,,,,,, ,,,5000,5000
SET,f,43,,,,,, ,,,1850,1850
SET,m,33,,,,,, ,,,3400,3400
SET,f,37,,,,,, ,,,2395,2395
SET,f,10,,,,,, ,,, , 
SET,f,90,,,,,, ,,, , 
SET,f,62,,,,,, ,,,909,909
SET,f,59,,,,,, ,,,1247,1247
SET,f,66,,,,,, ,,,6500,6500
SET,f,67,,,,,, ,,, , 
SET,f,23,,,,,, ,,,780,780
SET,f,18,,,,,,4,,, , 
SET,m,30,,,,,, ,,,585,585
SET,f,27,,,,,, ,,,1500,1620
SET,f,3,,,,,, ,,, , 
SET,f,52,,,,,, ,,,52,52
SET,m,33,,,,,, ,,,1415,1415
SET,m,28,,,,,, ,,,1025,1025
SET,m,21,,,,,, ,,,1200,1200
SET,f,17,,,,,, ,,, , 
SET,m,43,,,,,, ,,,2400,2400
SET,m,35,,,,,, ,,,2800,2800
SET,f,34,,,,,, ,,,666,666
SET,f,5,,,,,, ,,, , 
SET,m,15,,,,,, ,,, , 
SET,f,39,,,,,, ,,,1964,1964
SET,m,21,,,,,, ,,,1299,1299
SET,m,54,,,,,, ,,,2500,2500
SET,f,54,,,,,, ,,, , 
SET,m,17,,,,,, ,,, , 
SET,f,59,,,,,, ,,,1721,2746
SET,m,28,,,,,, ,,,1365,1365
SET,m,85,,,,,, ,,, , 
SET,f,54,,,,,, ,,,1600,1600
SET,f,34,,,,,, ,,,1800,1800
SET,m,15,,,,,, ,,,325,325
SET,f,13,,,,,, ,,, , 
SET,m,73,,,,,, ,,, , 
SET,f,84,,,,,, ,,, , 
SET,m,49,,,,,, ,,,1200,1200
SET,m,81,,,,,, ,,, , 
SET,m,77,,,,,, ,,, , 
SET,f,57,,,,,, ,,,76,76
SET,f,24,,,,,, ,,, , 
SET,m,49,,,,,, ,,,1100,1100
SET,f,46,,,,,,1,,, , 
SET,m,24,,,,,, ,,,1000,1000
SET,f,20,,,,,,1,,, , 
SET,f,16,,,,,, ,,,130,130
SET,m,14,,,,,, ,,, , 
SET,m,28,,,,,, ,,,4500,4500
SET,f,32,,,,,, ,,,3000,3000
SET,m,47,,,,,, ,,,2300,2300
SET,f,46,,,,,, ,,,600,600
SET,f,17,,,,,, ,,, , 
SET,m,10,,,,,, ,,, , 
SET,f,38,,,,,, ,,, , 
SET,m,49,,,,,, ,,, , 
SET,f,17,,,,,, ,,, , 
SET,f,15,,,,,, ,,, , 
SET,f,13,,,,,, ,,, , 
SET,m,66,,,,,, ,,, , 
SET,m,50,,,,,, ,,,750,750
SET,m,81,,,,,, ,,, , 
SET,m,48,,,,,, ,,,5000,5000
SET,f,40,,,,,, ,,,1200,1200
SET,f,11,,,,,, ,,, , 
SET,f,9,,,,,, ,,, , 
SET,m,43,,,,,, ,,,2000,2000
SET,m,13,,,,,, ,,, , 
SET,m,85,,,,,, ,,, , 
SET,m,54,,,,,, ,,,1083,1083
SET,m,42,,,,,, ,,,4000,4000
SET,f,56,,,,,, ,,,800,800
SET,m,67,,,,,,4,,, , 
SET,m,33,,,,,,4,,, , 
SET,f,27,,,,,, ,,,2500,2500
SET,f,22,,,,,, ,,, , 
SET,f,36,,,,,, ,,,2500,2500
SET,m,38,,,,,, ,,, , 
SET,m,11,,,,,, ,,, , 
SET,m,48,,,,,, ,,,4000,4000
SET,f,44,,,,,, ,,,779,779
SET,m,48,,,,,, ,,,1100,1100
SET,m,20,,,,,, ,,,1250,1250
SET,f,22,,,,,, ,,,1299,1299
SET,m,26,,,,,, ,,,1100,1100
SET,m,2,,,,,, ,,, , 
SET,m,29,,,,,, ,,,1199,1199
SET,m,59,,,,,, ,,, , 
SET,f,47,,,,,, ,,, , 
SET,f,19,,,,,, ,,, , 
SET,m,56,,,,,, ,,,3000,3000
SET,f,47,,,,,, ,,,2260,2260
SET,f,25,,,,,,1,,, , 
SET,m,20,,,,,, ,,, , 
SET,f,14,,,,,, ,,, , 
SET,f,23,,,,,, ,,,2202,2202
SET,m,25,,,,,, ,,, , 
SET,m,1,,,,,, ,,, , 
SET,m,40,,,,,, ,,,948,948
SET,m,12,,,,,, ,,, , 
SET,m,8,,,,,, ,,, , 
SET,f,48,,,,,, ,,,700,700
SET,f,22,,,,,, ,,,1800,2200
SET,f,21,,,,,, ,,,570,570
SET,m,49,,,,,, ,,,1865,1865
SET,f,44,,,,,, ,,,1267,1267
SET,m,5,,,,,, ,,, , 
SET,m,47,,,,,, ,,,1018,1018
SET,f,34,,,,,, ,,,217,217
SET,m,10,,,,,, ,,, , 
SET,f,68,,,,,, ,,, , 
SET,m,69,,,,,, ,,, , 
SET,f,66,,,,,, ,,, , 
SET,f,80,,,,,, ,,, , 
SET,m,27,,,,,, ,,,2815,2815
SET,f,23,,,,,, ,,,1383,1383
SET,m,22,,,,,,1,,, , 
SET,m,24,,,,,, ,,,2520,2520
SET,m,13,,,,,, ,,, , 
SET,f,39,,,,,, ,,,1176,1176
SET,f,22,,,,,, ,,,1025,1025
SET,f,18,,,,,,4,,, , 
SET,m,15,,,,,, ,,, , 
SET,m,8,,,,,, ,,, , 
SET,m,30,,,,,, ,,,6000,8000
SET,f,51,,,,,,4,,, , 
SET,f,24,,,,,, ,,,800,800
SET,f,21,,,,,,2,,, , 
SET,m,1,,,,,, ,,, , 
SET,f,44,,,,,, ,,,1500,1500
SET,m,38,,,,,, ,,,2060,2060
SET,m,15,,,,,, ,,, , 
SET,m,21,,,,,, ,,,1200,1200
SET,f,21,,,,,, ,,,1025,1025
SET,m,67,,,,,, ,,,372,372
SET,f,36,,,,,, ,,,1025,1025
SET,f,21,,,,,, ,,,87,87
SET,m,12,,,,,, ,,, , 
SET,m,10,,,,,, ,,, , 
SET,m,68,,,,,, ,,, , 
SET,m,53,,,,,, ,,,1900,1900
SET,f,54,,,,,, ,,, , 
SET,m,19,,,,,, ,,, , 
SET,m,16,,,,,, ,,, , 
SET,f,40,,,,,, ,,, , 
SET,m,41,,,,,, ,,,1516,1516
SET,m,15,,,,,, ,,, , 
SET,f,9,,,,,, ,,, , 
SET,m,77,,,,,, ,,, , 
SET,f,75,,,,,, ,,, , 
SET,m,29,,,,,, ,,,1900,1900
SET,m,55,,,,,, ,,,2500,2500
SET,m,19,,,,,, ,,,1000,1000
SET,f,27,,,,,, ,,,700,700
SET,m,8,,,,,, ,,, , 
SET,m,52,,,,,, ,,,1800,1800
SET,f,61,,,,,, ,,,800,1620
SET,f,39,,,,,, ,,,1505,1505
SET,m,40,,,,,,4,,, , 
SET,f,8,,,,,, ,,, , 
SET,m,45,,,,,, ,,,3250,3250
SET,f,47,,,,,, ,,,1299,1799
SET,m,22,,,,,,2,,, , 
SET,f,19,,,,,, ,,, , 
SET,f,13,,,,,, ,,, , 
SET,m,7,,,,,, ,,, , 
SET,m,47,,,,,, ,,,1650,1650
SET,f,44,,,,,, ,,, , 
SET,f,24,,,,,, ,,,1025,1025
SET,m,18,,,,,, ,,, , 
SET,m,3,,,,,, ,,, , 
SET,m,59,,,,,, ,,,915,915
SET,f,60,,,,,, ,,,207,207
SET,f,19,,,,,, ,,,259,259
SET,f,37,,,,,, ,,,2000,2000
SET,m,37,,,,,, ,,,2500,2500
SET,m,12,,,,,, ,,, , 
SET,m,3,,,,,, ,,, , 
SET,m,42,,,,,, ,,,1500,1500
SET,m,49,,,,,, ,,,1516,1516
SET,f,55,,,,,, ,,, , 
SET,m,76,,,,,, ,,, , 
SET,m,32,,,,,, ,,,1299,1299
SET,f,53,,,,,, ,,,650,1000
SET,f,26,,,,,, ,,,1390,1390
SET,f,53,,,,,, ,,,1200,1500
SET,m,21,,,,,, ,,,1030,1030
SET,m,44,,,,,, ,,,1400,1900
SET,f,9,,,,,, ,,, , 
SET,f,34,,,,,, ,,,1052,1052
SET,f,6,,,,,, ,,, , 
SET,f,77,,,,,, ,,, , 
SET,m,36,,,,,, ,,,2812,2812
SET,f,34,,,,,, ,,, , 
SET,m,6,,,,,, ,,, , 
SET,f,6,,,,,, ,,, , 
SET,f,65,,,,,, ,,, , 
SET,f,36,,,,,, ,,,1025,1025
SET,m,15,,,,,, ,,, , 
SET,f,11,,,,,, ,,, , 
SET,f,50,,,,,, ,,, , 
SET,m,53,,,,,, ,,,400,400
SET,m,17,,,,,, ,,, , 
SET,m,12,,,,,, ,,, , 
SET,m,7,,,,,, ,,, , 
SET,f,47,,,,,, ,,,900,900
SET,m,27,,,,,, ,,,200,200
SET,f,21,,,,,, ,,,800,800
SET,m,68,,,,,, ,,,800,800
SET,m,66,,,,,, ,,,1330,2530
SET,f,70,,,,,, ,,, , 
SET,f,38,,,,,, ,,,3400,3400
SET,m,37,,,,,, ,,,1500,1500
SET,f,31,,,,,, ,,,2500,2500
SET,f,7,,,,,, ,,, , 
SET,m,5,,,,,, ,,, , 
SET,f,1,,,,,, ,,, , 
SET,m,82,,,,,, ,,, , 
SET,f,78,,,,,, ,,, , 
SET,m,29,,,,,, ,,,2500,2500
SET,m,38,,,,,, ,,,1450,1450
SET,f,37,,,,,, ,,, , 
SET,m,20,,,,,, ,,, , 
SET,f,7,,,,,, ,,, , 
SET,m,29,,,,,, ,,,1732,1732
SET,f,19,,,,,, ,,, , 
SET,f,60,,,,,, ,,, , 
SET,m,65,,,,,, ,,,1000,1000
SET,f,39,,,,,, ,,,5800,5800
SET,m,40,,,,,, ,,,3000,3000
SET,f,15,,,,,, ,,, , 
SET,m,5,,,,,, ,,, , 
SET,m,1,,,,,, ,,, , 
SET,m,52,,,,,,2,,, , 
SET,f,48,,,,,, ,,,2600,2720
SET,m,63,,,,,, ,,, , 
SET,m,50,,,,,, ,,, , 
SET,f,54,,,,,, ,,,298,298
SET,f,14,,,,,, ,,, , 
SET,f,37,,,,,, ,,,2122,2122
SET,m,46,,,,,, ,,, , 
SET,m,20,,,,,, ,,,45,45
SET,f,13,,,,,, ,,, , 
SET,m,3,,,,,, ,,, , 
SET,m,79,,,,,, ,,, , 
SET,f,67,,,,,, ,,,2700,2700
SET,m,68,,,,,, ,,, , 
SET,f,65,,,,,, ,,, , 
SET,m,76,,,,,, ,,, , 
SET,f,55,,,,,, ,,,1025,1025
SET,f,18,,,,,, ,,, , 
SET,m,35,,,,,, ,,,500,500
SET,m,51,,,,,, ,,,10000,10000
SET,m,18,,,,,, ,,, , 
SET,m,48,,,,,, ,,,800,800
SET,f,46,,,,,, ,,,300,300
SET,m,8,,,,,, ,,, , 
SET,m,38,,,,,, ,,,1559,1559
SET,f,31,,,,,, ,,,130,130
SET,m,11,,,,,, ,,, , 
SET,f,5,,,,,, ,,, , 
SET,f,69,,,,,, ,,, , 
SET,f,67,,,,,, ,,,650,650
SET,f,30,,,,,, ,,,1083,1083
SET,m,2,,,,,, ,,, , 
SET,m,67,,,,,, ,,, , 
SET,f,63,,,,,, ,,, , 
SET,m,27,,,,,, ,,,1025,1025
SET,f,30,,,,,, ,,,1828,1828
SET,f,33,,,,,, ,,,2600,2600
SET,f,6,,,,,, ,,, , 
SET,f,47,,,,,, ,,,120,120
SET,m,34,,,,,, ,,,1100,1100
SET,m,27,,,,,, ,,,303,303
SET,m,23,,,,,, ,,,1300,1300
SET,m,12,,,,,, ,,, , 
SET,m,78,,,,,, ,,, , 
SET,f,69,,,,,, ,,, , 
SET,m,53,,,,,, ,,, , 
SET,f,56,,,,,, ,,,1950,1950
SET,f,51,,,,,, ,,,200,200
SET,m,48,,,,,, ,,, , 
SET,f,20,,,,,, ,,,480,480
SET,m,15,,,,,, ,,, , 
SET,m,60,,,,,, ,,,1500,1500
SET,f,20,,,,,, ,,, , 
SET,m,36,,,,,, ,,,1450,1450
SET,f,34,,,,,, ,,, , 
SET,f,13,,,,,, ,,, , 
SET,m,11,,,,,, ,,, , 
SET,f, ,,,,,, ,,, , 
SET,m,60,,,,,, ,,, , 
SET,f,61,,,,,, ,,, , 
SET,f,45,,,,,, ,,,1516,1516
SET,m,24,,,,,, ,,,1212,1212
SET,f,21,,,,,,4,,, , 
SET,m,13,,,,,, ,,, , 
SET,m,32,,,,,, ,,, , 
SET,f,31,,,,,, ,,,1550,1550
SET,m,10,,,,,, ,,, , 
SET,f,5,,,,,, ,,, , 
SET,f,47,,,,,, ,,,500,500
SET,m,17,,,,,, ,,, , 
SET,f,14,,,,,, ,,, , 
SET,m,70,,,,,, ,,,6800,6800
SET,f,74,,,,,, ,,, , 
SET,f,37,,,,,, ,,, , 
SET,f,35,,,,,, ,,, , 
SET,f,7,,,,,, ,,, , 
SET,m,52,,,,,, ,,,1050,1050
SET,f,45,,,,,,1,,, , 
SET,f,21,,,,,, ,,,510,510
SET,m,15,,,,,, ,,, , 
SET,m,60,,,,,, ,,,1800,1800
SET,f,65,,,,,, ,,,203,203
SET,f,43,,,,,, ,,,1025,1025
SET,f,37,,,,,, ,,,1516,1516
SET,f,19,,,,,, ,,,1025,1025
SET,f,36,,,,,, ,,, , 
SET,m,37,,,,,, ,,,2000,2000
SET,f,12,,,,,, ,,, , 
SET,f,7,,,,,, ,,, , 
SET,f,72,,,,,, ,,, , 
SET,m,51,,,,,,2,,, , 
SET,m,54,,,,,, ,,,6512,6512
SET,f,57,,,,,, ,,, , 
SET,f,25,,,,,, ,,, , 
SET,f,21,,,,,, ,,,1460,1460
SET,m,20,,,,,, ,,, , 
SET,m,86,,,,,, ,,, , 
SET,f,31,,,,,, ,,,1256,1256
SET,m,41,,,,,, ,,,1637,1787
SET,m,7,,,,,, ,,, , 
SET,f,28,,,,,, ,,,1494,1494
SET,f,7,,,,,, ,,, , 
SET,f,25,,,,,, ,,,1399,1399
SET,f,67,,,,,, ,,,1247,1247
SET,f,32,,,,,, ,,, , 
SET,m,31,,,,,, ,,,2639,2639
SET,m,7,,,,,, ,,, , 
SET,m, ,,,,,, ,,, , 
SET,m,77,,,,,, ,,, , 
SET,m,86,,,,,, ,,, , 
SET,f,57,,,,,, ,,,2050,2050
SET,f,84,,,,,, ,,, , 
SET,f,70,,,,,, ,,,2500,2500
SET,m,50,,,,,, ,,,2000,2000
SET,m,46,,,,,, ,,,2000,2000
SET,m,47,,,,,, ,,,1000,1000
SET,f,30,,,,,, ,,,1004,1004
SET,m,10,,,,,, ,,, , 
SET,f,39,,,,,, ,,, , 
SET,f,18,,,,,,4,,, , 
SET,f,2,,,,,, ,,, , 
SET,m,65,,,,,, ,,,1032,1032
SET,f,62,,,,,, ,,, , 
SET,f,39,,,,,, ,,,1600,1600
SET,f,22,,,,,, ,,, , 
SET,m,19,,,,,, ,,, , 
SET,f,66,,,,,, ,,, , 
SET,m,85,,,,,, ,,, , 
SET,m,40,,,,,, ,,,1500,1500
SET,f,35,,,,,, ,,,4500,4500
SET,m,36,,,,,, ,,,6000,6000
SET,m,73,,,,,,2,,, , 
SET,m,50,,,,,, ,,,3250,3250
SET,f,18,,,,,, ,,,1000,1000
SET,m,52,,,,,, ,,,1025,1025
SET,f,43,,,,,, ,,, , 
SET,m,15,,,,,, ,,, , 
SET,f,10,,,,,, ,,, , 
SET,m,53,,,,,, ,,,1559,2559
SET,f,53,,,,,, ,,, , 
SET,m,24,,,,,, ,,,217,217
SET,f,83,,,,,, ,,, , 
SET,f,55,,,,,, ,,,1500,1500
SET,m,51,,,,,, ,,,950,950
SET,f,56,,,,,, ,,,1217,1217
SET,m,33,,,,,, ,,,1605,1605
SET,f,21,,,,,, ,,, , 
SET,f,31,,,,,, ,,,260,260
SET,m,35,,,,,,1,,, , 
SET,f,6,,,,,, ,,, , 
SET,f,4,,,,,, ,,, , 
SET,f,57,,,,,, ,,,2350,2350
SET,m,58,,,,,, ,,, , 
SET,f,25,,,,,,1,,, , 
SET,m,41,,,,,, ,,,2000,2000
SET,f,41,,,,,, ,,,943,943
SET,f,14,,,,,, ,,, , 
SET,m,4,,,,,, ,,, , 
SET,m,57,,,,,, ,,,8000,8000
SET,f,55,,,,,, ,,, , 
SET,m,30,,,,,, ,,,4000,4000
SET,m,18,,,,,, ,,, , 
SET,m,76,,,,,, ,,,1040,1040
SET,f,76,,,,,, ,,, , 
SET,m,56,,,,,, ,,,1620,1620
SET,m,61,,,,,, ,,,1516,1516
SET,m,51,,,,,, ,,,1830,1830
SET,f,78,,,,,, ,,, , 
SET,f,53,,,,,, ,,,3500,3500
SET,m,33,,,,,, ,,,3420,3420
SET,f,30,,,,,, ,,, , 
SET,m,7,,,,,, ,,, , 
SET,m,3,,,,,, ,,, , 
SET,f,47,,,,,, ,,,500,500
SET,f,26,,,,,, ,,,1225,1325
SET,f,7,,,,,, ,,, , 
SET,f,4,,,,,, ,,, , 
SET,m,16,,,,,, ,,, , 
SET,m,29,,,,,, ,,,1132,1132
SET,f,36,,,,,, ,,,3000,3000
SET,m,5,,,,,, ,,, , 
SET,m,37,,,,,, ,,,1209,1209
SET,f,36,,,,,, ,,,1540,1540
SET,m,17,,,,,, ,,, , 
SET,m,16,,,,,, ,,, , 
SET,f,10,,,,,, ,,, , 
SET,m,91,,,,,, ,,, , 
SET,m,37,,,,,, ,,,4000,4000
SET,f,39,,,,,, ,,,5000,5000
SET,f,4,,,,,, ,,, , 
SET,m,43,,,,,, ,,,1558,1558
SET,f,69,,,,,, ,,, , 
SET,f,11,,,,,, ,,, , 
SET,m,6,,,,,, ,,, , 
SET,m,57,,,,,, ,,,600,600
SET,m,68,,,,,, ,,,5000,9000
SET,f,58,,,,,, ,,,1200,1200
SET,f,71,,,,,, ,,, , 
SET,f,35,,,,,, ,,, , 
SET,f,10,,,,,, ,,, , 
SET,f,5,,,,,, ,,, , 
SET,f,79,,,,,, ,,, , 
SET,f,53,,,,,, ,,,1200,1320
SET,m,56,,,,,, ,,,1868,1868
SET,m,28,,,,,, ,,,693,693
SET,m,26,,,,,, ,,,585,585
SET,f,16,,,,,, ,,, , 
SET,f,16,,,,,, ,,, , 
SET,m,13,,,,,, ,,, , 
SET,f,12,,,,,, ,,, , 
SET,m,10,,,,,, ,,, , 
SET,m,44,,,,,, ,,,2430,2430
SET,f,43,,,,,, ,,,790,790
SET,f,18,,,,,, ,,, , 
SET,f,11,,,,,, ,,, , 
SET,m,58,,,,,, ,,,20000,20000
SET,f,51,,,,,, ,,, , 
SET,m,13,,,,,, ,,, , 
SET,f,8,,,,,, ,,, , 
SET,f,31,,,,,, ,,,1221,1568
SET,f,11,,,,,, ,,, , 
SET,m,9,,,,,, ,,, , 
SET,f,56,,,,,, ,,, , 
SET,f,20,,,,,, ,,, , 
SET,m,37,,,,,, ,,,3500,3500
SET,f,29,,,,,, ,,,550,550
SET,f,7,,,,,, ,,, , 
SET,f,2,,,,,, ,,, , 
SET,f,36,,,,,, ,,, , 
SET,m,40,,,,,, ,,,1550,1550
SET,m,10,,,,,, ,,, , 
SET,m,9,,,,,, ,,, , 
SET,f,5,,,,,, ,,, , 
SET,f, ,,,,,, ,,, , 
SET,m,35,,,,,, ,,,5000,6000
SET,f,34,,,,,, ,,,3500,3500
SET,f,3,,,,,, ,,, , 
SET,f,62,,,,,, ,,, , 
SET,m,61,,,,,, ,,, , 
SET,m,35,,,,,, ,,, , 
SET,f,72,,,,,, ,,,430,430
SET,m,48,,,,,, ,,,1025,1175
SET,f,82,,,,,, ,,, , 
SET,f,74,,,,,, ,,, , 
SET,f,49,,,,,, ,,,1495,1495
SET,m,74,,,,,, ,,, , 
SET,m,29,,,,,, ,,, , 
SET,m,14,,,,,, ,,, , 
SET,m,14,,,,,, ,,, , 
SET,f,40,,,,,, ,,,1500,1500
SET,f,14,,,,,, ,,, , 
SET,f,7,,,,,, ,,, , 
SET,m,70,,,,,, ,,, , 
SET,f,65,,,,,, ,,, , 
SET,m,49,,,,,, ,,, , 
SET,f,52,,,,,, ,,,2300,2300
SET,m,11,,,,,, ,,, , 
SET,f,9,,,,,, ,,, , 
SET,f,9,,,,,, ,,, , 
SET,f,46,,,,,, ,,,3500,3500
SET,f,11,,,,,, ,,, , 
SET,f,49,,,,,, ,,, , 
SET,f,27,,,,,, ,,,3000,3000
SET,m,74,,,,,, ,,, , 
SET,f,71,,,,,, ,,, , 
SET,m,43,,,,,, ,,,1400,1400
SET,m,63,,,,,, ,,, , 
SET,f,62,,,,,, ,,,2500,2500
SET,f,24,,,,,, ,,, , 
SET,m,42,,,,,, ,,,4000,4000
SET,f,40,,,,,, ,,, , 
SET,f,10,,,,,, ,,, , 
SET,f,63,,,,,, ,,,100,100
SET,m,66,,,,,, ,,,2500,2500
SET,m,42,,,,,, ,,,1350,1350
SET,m,57,,,,,, ,,,5000,11500
SET,f,26,,,,,, ,,,2500,2500
SET,f,86,,,,,, ,,, , 
SET,m,87,,,,,, ,,, , 
SET,f,79,,,,,, ,,, , 
SET,f,46,,,,,, ,,,200,200
SET,f,16,,,,,, ,,, , 
SET,m,30,,,,,, ,,,3000,3000
SET,f,37,,,,,, ,,,1025,1025
SET,m,17,,,,,, ,,, , 
SET,m,67,,,,,, ,,,1000,1000
SET,f,57,,,,,, ,,, , 
SET,f,38,,,,,, ,,, , 
SET,m,38,,,,,, ,,,2000,2000
SET,f,36,,,,,, ,,,1400,1400
SET,f,5,,,,,, ,,, , 
SET,m,2,,,,,, ,,, , 
SET,m,43,,,,,, ,,,1250,1250
SET,m,48,,,,,, ,,,1880,1880
SET,f,33,,,,,, ,,,600,750
SET,m,10,,,,,, ,,, , 
SET,m,8,,,,,, ,,, , 
SET,f,35,,,,,, ,,,1200,1400
SET,f,13,,,,,, ,,, , 
SET,f,6,,,,,, ,,, , 
SET,f,35,,,,,, ,,,200,200
SET,m,39,,,,,, ,,,2391,2391
SET,f,15,,,,,, ,,, , 
SET,f,10,,,,,, ,,, , 
SET,f,4,,,,,, ,,, , 
SET,f,37,,,,,, ,,,909,1154
SET,m,17,,,,,, ,,,2092,2092
SET,f,14,,,,,, ,,, , 
SET,m,6,,,,,, ,,, , 
SET,m,1,,,,,, ,,, , 
SET,f,21,,,,,, ,,, , 
SET,m,25,,,,,, ,,,2032,2032
SET,m,4,,,,,, ,,, , 
SET,m, ,,,,,, ,,, , 
SET,f,65,,,,,, ,,, , 
SET,f,44,,,,,, ,,,350,350
SET,m,59,,,,,, ,,,1097,1697
SET,f,58,,,,,, ,,, , 
SET,f,25,,,,,, ,,, , 
SET,f,21,,,,,, ,,, , 
SET,f,19,,,,,, ,,, , 
SET,m,84,,,,,, ,,, , 
SET,f,79,,,,,, ,,, , 
SET,m,77,,,,,, ,,,1007,1007
SET,f,70,,,,,, ,,, , 
SET,f,55,,,,,, ,,,200,200
SET,m,58,,,,,, ,,, , 
SET,f,27,,,,,, ,,,2000,2000
SET,m,25,,,,,, ,,,1700,1700
SET,m,82,,,,,, ,,, , 
SET,f,70,,,,,, ,,, , 
SET,m,12,,,,,, ,,, , 
SET,m,60,,,,,, ,,,948,948
SET,f,81,,,,,, ,,, , 
SET,m,71,,,,,, ,,, , 
SET,f,59,,,,,, ,,, , 
SET,f,70,,,,,, ,,, , 
SET,m,89,,,,,, ,,, , 
SET,f,50,,,,,, ,,,800,800
SET,m,18,,,,,, ,,,500,500
SET,f,82,,,,,, ,,, , 
SET,m,55,,,,,, ,,,1083,1083
SET,m,67,,,,,,4,,, , 
SET,m,47,,,,,, ,,,1900,1900
SET,f,43,,,,,, ,,,1160,1310
SET,m,14,,,,,, ,,,1267,1267
SET,m,12,,,,,, ,,, , 
SET,f,9,,,,,, ,,, , 
SET,f,6,,,,,, ,,, , 
SET,m,4,,,,,, ,,, , 
SET,f,3,,,,,, ,,, , 
SET,m,1,,,,,, ,,, , 
SET,m,60,,,,,, ,,,2000,2000
SET,f,60,,,,,, ,,,900,900
SET,m,56,,,,,, ,,,5000,5000
SET,f,55,,,,,, ,,,2500,2500
SET,m,23,,,,,, ,,,4166,4166
SET,f,84,,,,,, ,,, , 
SET,m,54,,,,,, ,,,10000,10000
SET,f,53,,,,,, ,,, , 
SET,m,22,,,,,, ,,,1025,1025
SET,f,18,,,,,, ,,, , 
SET,m,52,,,,,, ,,,3450,3450
SET,f,45,,,,,, ,,,866,1226
SET,m,26,,,,,, ,,,2598,2598
SET,m,24,,,,,, ,,,1700,1700
SET,f,12,,,,,, ,,, , 
SET,f,57,,,,,, ,,,830,1430
SET,m,68,,,,,, ,,, , 
SET,f,21,,,,,, ,,,1299,1299
SET,f,42,,,,,, ,,, , 
SET,m,42,,,,,, ,,,2548,2548
SET,m,19,,,,,, ,,, , 
SET,m,4,,,,,, ,,, , 
SET,f,72,,,,,, ,,,500,500
SET,f,39,,,,,, ,,, , 
SET,f,21,,,,,, ,,,650,650
SET,f,15,,,,,, ,,, , 
SET,f,62,,,,,, ,,, , 
SET,m,69,,,,,, ,,,1299,1299
SET,m,22,,,,,, ,,,1516,1516
SET,f,17,,,,,, ,,, , 
SET,f,37,,,,,,4,,, , 
SET,f,17,,,,,, ,,, , 
SET,m,13,,,,,, ,,, , 
SET,f,6,,,,,, ,,, , 
SET,m,43,,,,,, ,,, , 
SET,m,19,,,,,,2,,, , 
SET,f,13,,,,,, ,,, , 
SET,m,45,,,,,, ,,,1800,1800
SET,f,41,,,,,, ,,, , 
SET,m,24,,,,,,3,,, , 
SET,f,18,,,,,, ,,, , 
SET,m,13,,,,,, ,,, , 
SET,m,10,,,,,, ,,, , 
SET,m,60,,,,,, ,,,2031,2031
SET,f,66,,,,,, ,,, , 
SET,m,26,,,,,, ,,, , 
SET,m,42,,,,,, ,,,1884,1884
SET,f,51,,,,,, ,,,1520,1520
SET,m,31,,,,,, ,,,1776,1776
SET,m,24,,,,,, ,,, , 
SET,f,26,,,,,, ,,,1299,1899
SET,m,6,,,,,, ,,, , 
SET,m,45,,,,,, ,,, , 
SET,f,27,,,,,, ,,,2450,2450
SET,m,23,,,,,, ,,,2150,2150
